submission_id,age,assumption,comments,correct_answer,education,experiment_duration,experiment_end_time,experiment_start_time,gender,inference_type,itemOrder,item_id,languages,llm_id,lower_bound,p1,p2,responseTime,trialNr,trial_type,upper_bound
1436,NA,no_violation,NA,main,NA,417243,1751301837472,1751301420229,NA,marked,"upper_bound,lower_bound,p1,p2",5,NA,NA,69,22,24,37056,4,main,26
1436,NA,quantity_2,NA,main,NA,417243,1751301837472,1751301420229,NA,irrelevant,"p1,p2,upper_bound,lower_bound",9,NA,NA,93,10,70,62057,5,main,89
1436,NA,quality_2,NA,main,NA,417243,1751301837472,1751301420229,NA,baseline,"lower_bound,p2,p1,upper_bound",17,NA,NA,31,81,60,30966,6,main,90
1436,31,NA,NA,NA,Graduated High-school,417243,1751301837472,1751301420229,female,NA,NA,NA,English,No I dont think I did,NA,NA,NA,27744,NA,NA,NA
1449,NA,NA,NA,NA,NA,369930,1751302134364,1751301764434,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,65,100,95,59232,NA,NA,86
1449,NA,quality_2,NA,main,NA,369930,1751302134364,1751301764434,NA,too_much,"p1,lower_bound,upper_bound,p2",3,NA,NA,93,69,72,41037,1,main,98
1449,NA,quality_1,NA,main,NA,369930,1751302134364,1751301764434,NA,irrelevant,"p1,upper_bound,lower_bound,p2",23,NA,NA,34,100,55,38816,2,main,67
1449,NA,manner_4,NA,main,NA,369930,1751302134364,1751301764434,NA,baseline,"lower_bound,p1,upper_bound,p2",3,NA,NA,0,46,61,51215,3,main,65
1449,NA,manner_1,NA,100,NA,369930,1751302134364,1751301764434,NA,too_little,"upper_bound,lower_bound,p1,p2",13,NA,NA,95,85,60,43670,4,filler,83
1449,NA,relevance_1,NA,main,NA,369930,1751302134364,1751301764434,NA,too_little,"lower_bound,p2,p1,upper_bound",18,NA,NA,72,89,80,31319,5,main,90
1449,NA,manner_3,NA,main,NA,369930,1751302134364,1751301764434,NA,marked,"lower_bound,upper_bound,p2,p1",6,NA,NA,32,66,87,40689,6,main,90
1449,29,NA,N/a,NA,Graduated High-school,369930,1751302134364,1751301764434,female,NA,NA,NA,English,"I had my suspicions on a couple, mainly due to the lack of emotion and filler words",NA,NA,NA,38008,NA,NA,NA
1441,NA,NA,NA,NA,NA,289900,1751301914464,1751301624564,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,21,NA,NA,34227,NA,NA,NA
1441,NA,manner_2,NA,main,NA,289900,1751301914464,1751301624564,NA,too_little,"p1,p2,lower_bound,upper_bound",24,NA,NA,37,20,76,24221,1,main,67
1441,NA,manner_2,NA,100,NA,289900,1751301914464,1751301624564,NA,baseline,"p2,upper_bound,lower_bound,p1",22,NA,NA,6,85,77,45854,2,filler,68
1441,NA,manner_4,NA,main,NA,289900,1751301914464,1751301624564,NA,too_much,"p1,lower_bound,upper_bound,p2",19,NA,NA,72,1,4,45506,3,main,0
1441,NA,quantity_2,NA,main,NA,289900,1751301914464,1751301624564,NA,baseline,"upper_bound,p2,lower_bound,p1",23,NA,NA,0,89,57,27266,4,main,71
1441,NA,quantity_1,NA,main,NA,289900,1751301914464,1751301624564,NA,irrelevant,"p1,lower_bound,upper_bound,p2",12,NA,NA,26,76,87,39847,5,main,55
1441,NA,no_violation,NA,main,NA,289900,1751301914464,1751301624564,NA,marked,"lower_bound,p1,upper_bound,p2",5,NA,NA,0,87,31,30408,6,main,85
1441,35,NA,NA,NA,Graduated College,289900,1751301914464,1751301624564,male,NA,NA,NA,English,NA,NA,NA,NA,19684,NA,NA,NA
1447,NA,NA,NA,NA,NA,517976,1751302107082,1751301589106,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,100,0,0,352248,NA,NA,10
1447,NA,manner_1,NA,main,NA,517976,1751302107082,1751301589106,NA,too_much,"lower_bound,upper_bound,p2,p1",1,NA,NA,100,0,0,32492,1,main,9
1447,NA,manner_1,NA,100,NA,517976,1751302107082,1751301589106,NA,too_little,"upper_bound,lower_bound,p2,p1",13,NA,NA,100,52,18,23379,2,filler,23
1447,NA,quantity_2,NA,main,NA,517976,1751302107082,1751301589106,NA,marked,"lower_bound,p2,p1,upper_bound",16,NA,NA,100,91,37,30320,3,main,87
1447,NA,manner_3,NA,main,NA,517976,1751302107082,1751301589106,NA,baseline,"p1,upper_bound,p2,lower_bound",11,NA,NA,0,100,13,16384,4,main,100
1447,NA,manner_2,NA,main,NA,517976,1751302107082,1751301589106,NA,irrelevant,"lower_bound,p1,upper_bound,p2",7,NA,NA,94,97,85,15400,5,main,90
1447,NA,no_violation,NA,main,NA,517976,1751302107082,1751301589106,NA,too_little,"upper_bound,p1,lower_bound,p2",6,NA,NA,75,100,0,23919,6,main,88
1447,37,NA,NA,NA,Higher degree,517976,1751302107082,1751301589106,female,NA,NA,NA,NA,no,NA,NA,NA,14941,NA,NA,NA
1452,NA,NA,NA,NA,NA,509985,1751302417554,1751301907569,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,97,1,1,51423,NA,NA,1
1452,NA,manner_4,NA,main,NA,509985,1751302417554,1751301907569,NA,too_little,"p1,upper_bound,lower_bound,p2",11,NA,NA,98,65,81,56015,1,main,77
1452,NA,manner_1,NA,0,NA,509985,1751302417554,1751301907569,NA,too_little,"p2,lower_bound,p1,upper_bound",13,NA,NA,99,17,1,39439,2,filler,64
1452,NA,quality_1,NA,main,NA,509985,1751302417554,1751301907569,NA,too_much,"lower_bound,upper_bound,p1,p2",17,NA,NA,99,1,2,39056,3,main,1
1452,NA,relevance_1,NA,main,NA,509985,1751302417554,1751301907569,NA,irrelevant,"lower_bound,upper_bound,p1,p2",6,NA,NA,99,75,61,55599,4,main,47
1452,NA,manner_2,NA,main,NA,509985,1751302417554,1751301907569,NA,marked,"p1,lower_bound,p2,upper_bound",23,NA,NA,66,42,63,40484,5,main,0
1452,NA,quantity_1,NA,main,NA,509985,1751302417554,1751301907569,NA,baseline,"lower_bound,upper_bound,p1,p2",2,NA,NA,0,98,97,46856,6,main,100
1452,40,NA,thank you for the study,NA,Graduated High-school,509985,1751302417554,1751301907569,female,NA,NA,NA,English,no not really. i had no idea.,NA,NA,NA,38919,NA,NA,NA
1453,NA,NA,NA,NA,NA,636945,1751302420830,1751301783885,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,78,91,98,74794,NA,NA,98
1453,NA,manner_4,NA,main,NA,636945,1751302420830,1751301783885,NA,irrelevant,"upper_bound,p2,p1,lower_bound",1,NA,NA,100,73,76,61760,1,main,54
1453,NA,manner_1,NA,main,NA,636945,1751302420830,1751301783885,NA,baseline,"upper_bound,p1,p2,lower_bound",12,NA,NA,0,97,97,130100,2,main,98
1453,NA,manner_3,NA,main,NA,636945,1751302420830,1751301783885,NA,too_little,"p1,p2,upper_bound,lower_bound",20,NA,NA,99,27,88,43744,3,main,89
1453,NA,quality_1,NA,main,NA,636945,1751302420830,1751301783885,NA,marked,"p1,lower_bound,upper_bound,p2",15,NA,NA,20,85,95,67269,4,main,85
1453,NA,quantity_1,NA,main,NA,636945,1751302420830,1751301783885,NA,too_much,"p1,upper_bound,lower_bound,p2",12,NA,NA,48,0,73,115682,5,main,2
1453,NA,manner_1,NA,100,NA,636945,1751302420830,1751301783885,NA,too_little,"upper_bound,p1,p2,lower_bound",13,NA,NA,77,72,22,44620,6,filler,55
1453,64,NA,NA,NA,Graduated High-school,636945,1751302420830,1751301783885,female,NA,NA,NA,english,"they seemed wooden, unemotional and blunt",NA,NA,NA,65670,NA,NA,NA
1455,NA,NA,NA,NA,NA,518368,1751302447204,1751301928836,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,78,67,96,64629,NA,NA,67
1455,NA,manner_4,NA,main,NA,518368,1751302447204,1751301928836,NA,too_little,"p1,lower_bound,p2,upper_bound",11,NA,NA,34,98,83,55302,1,main,66
1455,NA,no_violation,NA,main,NA,518368,1751302447204,1751301928836,NA,marked,"lower_bound,p1,upper_bound,p2",5,NA,NA,72,93,98,69873,2,main,36
1455,NA,relevance_1,NA,main,NA,518368,1751302447204,1751301928836,NA,too_much,"p1,upper_bound,lower_bound,p2",18,NA,NA,55,88,40,56855,3,main,71
1455,NA,manner_2,NA,main,NA,518368,1751302447204,1751301928836,NA,irrelevant,"lower_bound,p1,upper_bound,p2",7,NA,NA,39,33,100,48048,4,main,93
1455,NA,manner_3,NA,main,NA,518368,1751302447204,1751301928836,NA,baseline,"lower_bound,upper_bound,p2,p1",11,NA,NA,0,85,89,31929,5,main,98
1455,NA,manner_2,NA,100,NA,518368,1751302447204,1751301928836,NA,baseline,"p1,p2,upper_bound,lower_bound",22,NA,NA,1,98,91,44630,6,filler,98
1455,73,NA,NA,NA,Graduated College,518368,1751302447204,1751301928836,female,NA,NA,NA,English,"tone, rhythm, relevance",NA,NA,NA,84640,NA,NA,NA
1457,NA,NA,NA,NA,NA,969155,1751302690546,1751301721391,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,54,45,66,42544,NA,NA,77
1457,NA,manner_1,NA,0,NA,969155,1751302690546,1751301721391,NA,too_little,"p1,upper_bound,lower_bound,p2",13,NA,NA,92,86,27,59082,1,filler,68
1457,NA,relevance_1,NA,main,NA,969155,1751302690546,1751301721391,NA,too_much,"p1,upper_bound,lower_bound,p2",18,NA,NA,100,73,100,71442,2,main,71
1457,NA,manner_1,NA,main,NA,969155,1751302690546,1751301721391,NA,too_little,"p1,p2,lower_bound,upper_bound",12,NA,NA,100,88,100,43719,3,main,68
1457,NA,quantity_2,NA,main,NA,969155,1751302690546,1751301721391,NA,irrelevant,"lower_bound,p2,upper_bound,p1",9,NA,NA,100,61,25,52297,4,main,100
1457,NA,quality_2,NA,main,NA,969155,1751302690546,1751301721391,NA,marked,"lower_bound,p2,upper_bound,p1",17,NA,NA,21,100,100,31014,5,main,100
1457,NA,no_violation,NA,main,NA,969155,1751302690546,1751301721391,NA,baseline,"lower_bound,p2,upper_bound,p1",1,NA,NA,0,100,100,33658,6,main,100
1457,65,NA,NA,NA,Graduated High-school,969155,1751302690546,1751301721391,male,NA,NA,NA,NA,I could not identify them.,NA,NA,NA,34752,NA,NA,NA
1459,NA,NA,NA,NA,NA,513865,1751302849684,1751302335819,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,80,64,61,94079,NA,NA,48
1459,NA,quality_2,NA,main,NA,513865,1751302849684,1751302335819,NA,marked,"upper_bound,p1,lower_bound,p2",17,NA,NA,41,94,75,71731,1,main,95
1459,NA,manner_1,NA,0,NA,513865,1751302849684,1751302335819,NA,too_little,"p2,upper_bound,lower_bound,p1",13,NA,NA,0,0,0,49706,2,filler,0
1459,NA,manner_1,NA,main,NA,513865,1751302849684,1751302335819,NA,too_much,"p1,lower_bound,p2,upper_bound",1,NA,NA,94,49,66,70496,3,main,58
1459,NA,manner_3,NA,main,NA,513865,1751302849684,1751302335819,NA,too_little,"lower_bound,p1,upper_bound,p2",20,NA,NA,90,97,90,50029,4,main,59
1459,NA,quality_1,NA,main,NA,513865,1751302849684,1751302335819,NA,irrelevant,"lower_bound,upper_bound,p1,p2",23,NA,NA,54,90,100,52004,5,main,100
1459,NA,manner_4,NA,main,NA,513865,1751302849684,1751302335819,NA,baseline,"lower_bound,p2,upper_bound,p1",3,NA,NA,0,91,59,53090,6,main,100
1459,47,NA,NA,NA,Higher degree,513865,1751302849684,1751302335819,male,NA,NA,NA,NA,n/a,NA,NA,NA,30771,NA,NA,NA
1460,NA,NA,NA,NA,NA,1235112,1751303525826,1751302290714,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,76,NA,NA,184396,NA,NA,NA
1460,NA,manner_2,NA,main,NA,1235112,1751303525826,1751302290714,NA,too_little,"p2,lower_bound,upper_bound,p1",24,NA,NA,41,45,41,403191,1,main,62
1460,NA,quality_1,NA,main,NA,1235112,1751303525826,1751302290714,NA,too_much,"p2,upper_bound,p1,lower_bound",17,NA,NA,42,63,59,31946,2,main,62
1460,NA,manner_1,NA,main,NA,1235112,1751303525826,1751302290714,NA,marked,"p1,p2,upper_bound,lower_bound",10,NA,NA,60,32,41,175092,3,main,33
1460,NA,quality_2,NA,main,NA,1235112,1751303525826,1751302290714,NA,irrelevant,"upper_bound,p1,lower_bound,p2",6,NA,NA,89,78,73,64100,4,main,73
1460,NA,manner_2,NA,100,NA,1235112,1751303525826,1751302290714,NA,baseline,"lower_bound,upper_bound,p1,p2",22,NA,NA,100,100,100,38533,5,filler,100
1460,NA,manner_4,NA,main,NA,1235112,1751303525826,1751302290714,NA,baseline,"upper_bound,lower_bound,p1,p2",3,NA,NA,42,74,64,214596,6,main,74
1460,32,NA,NIL,NA,Graduated College,1235112,1751303525826,1751302290714,female,NA,NA,NA,ENGLISH,NO,NA,NA,NA,36173,NA,NA,NA
1477,NA,NA,NA,NA,NA,190362,1751368622577,1751368432215,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,90,63,83,29364,NA,NA,85
1477,NA,manner_1,NA,main,NA,190362,1751368622577,1751368432215,NA,marked,"p2,p1,lower_bound,upper_bound",10,NA,NA,95,81,18,35003,1,main,89
1477,NA,manner_4,NA,main,NA,190362,1751368622577,1751368432215,NA,baseline,"upper_bound,lower_bound,p2,p1",3,NA,NA,8,100,95,18974,2,main,100
1477,NA,manner_2,NA,100,NA,190362,1751368622577,1751368432215,NA,baseline,"lower_bound,upper_bound,p1,p2",22,NA,NA,1,95,97,13949,3,filler,100
1477,NA,manner_3,NA,main,NA,190362,1751368622577,1751368432215,NA,too_much,"upper_bound,p2,lower_bound,p1",11,NA,NA,100,31,29,22688,4,main,7
1477,NA,quality_2,NA,main,NA,190362,1751368622577,1751368432215,NA,irrelevant,"p2,upper_bound,p1,lower_bound",6,NA,NA,100,100,100,16846,5,main,100
1477,NA,quality_1,NA,main,NA,190362,1751368622577,1751368432215,NA,too_little,"p2,lower_bound,upper_bound,p1",14,NA,NA,100,100,100,21028,6,main,100
1477,31,NA,NA,NA,Higher degree,190362,1751368622577,1751368432215,female,NA,NA,NA,english,no,NA,NA,NA,20941,NA,NA,NA
1498,NA,NA,NA,NA,NA,302720,1751368730915,1751368428195,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,86,61,61,28768,NA,NA,45
1498,NA,manner_2,NA,main,NA,302720,1751368730915,1751368428195,NA,too_little,"upper_bound,p1,lower_bound,p2",24,NA,NA,40,61,63,48458,1,main,75
1498,NA,manner_1,NA,100,NA,302720,1751368730915,1751368428195,NA,too_little,"p1,lower_bound,p2,upper_bound",13,NA,NA,67,75,40,44575,2,filler,40
1498,NA,quantity_2,NA,main,NA,302720,1751368730915,1751368428195,NA,marked,"p2,p1,lower_bound,upper_bound",16,NA,NA,62,81,84,28988,3,main,60
1498,NA,manner_1,NA,main,NA,302720,1751368730915,1751368428195,NA,irrelevant,"p1,lower_bound,upper_bound,p2",9,NA,NA,44,56,56,28766,4,main,54
1498,NA,quantity_1,NA,main,NA,302720,1751368730915,1751368428195,NA,baseline,"p2,lower_bound,p1,upper_bound",2,NA,NA,45,73,88,24981,5,main,72
1498,NA,relevance_1,NA,main,NA,302720,1751368730915,1751368428195,NA,too_much,"lower_bound,p1,upper_bound,p2",18,NA,NA,63,63,50,32651,6,main,67
1498,67,NA,NA,NA,Graduated College,302720,1751368730915,1751368428195,male,NA,NA,NA,NA,Details,NA,NA,NA,36258,NA,NA,NA
1501,NA,NA,NA,NA,NA,238622,1751368765715,1751368527093,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,100,97,3,46768,NA,NA,68
1501,NA,manner_2,NA,main,NA,238622,1751368765715,1751368527093,NA,baseline,"lower_bound,upper_bound,p1,p2",2,NA,NA,17,100,100,33825,1,main,100
1501,NA,manner_2,NA,100,NA,238622,1751368765715,1751368527093,NA,baseline,"lower_bound,upper_bound,p2,p1",22,NA,NA,0,87,95,21511,2,filler,100
1501,NA,quantity_2,NA,main,NA,238622,1751368765715,1751368527093,NA,too_much,"p1,upper_bound,lower_bound,p2",7,NA,NA,100,68,92,41944,3,main,85
1501,NA,quality_2,NA,main,NA,238622,1751368765715,1751368527093,NA,marked,"p1,p2,lower_bound,upper_bound",17,NA,NA,21,99,100,29520,4,main,98
1501,NA,manner_1,NA,main,NA,238622,1751368765715,1751368527093,NA,too_little,"p1,p2,lower_bound,upper_bound",12,NA,NA,100,84,100,24496,5,main,79
1501,NA,quality_1,NA,main,NA,238622,1751368765715,1751368527093,NA,irrelevant,"lower_bound,upper_bound,p1,p2",23,NA,NA,39,100,100,25624,6,main,100
1501,34,NA,NA,NA,Graduated High-school,238622,1751368765715,1751368527093,female,NA,NA,NA,NA,NA,NA,NA,NA,9111,NA,NA,NA
1499,NA,NA,NA,NA,NA,338487,1751368741299,1751368402812,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,20,NA,NA,48952,NA,NA,NA
1499,NA,manner_1,NA,main,NA,338487,1751368741299,1751368402812,NA,too_little,"p2,lower_bound,p1,upper_bound",12,NA,NA,88,87,13,43146,1,main,13
1499,NA,manner_2,NA,100,NA,338487,1751368741299,1751368402812,NA,baseline,"p2,lower_bound,upper_bound,p1",22,NA,NA,7,85,81,18405,2,filler,88
1499,NA,manner_3,NA,main,NA,338487,1751368741299,1751368402812,NA,irrelevant,"upper_bound,p2,p1,lower_bound",14,NA,NA,91,79,21,33868,3,main,84
1499,NA,quantity_2,NA,main,NA,338487,1751368741299,1751368402812,NA,too_much,"upper_bound,lower_bound,p1,p2",7,NA,NA,68,17,20,40256,4,main,85
1499,NA,quality_1,NA,main,NA,338487,1751368741299,1751368402812,NA,baseline,"p1,upper_bound,lower_bound,p2",21,NA,NA,5,17,71,25402,5,main,90
1499,NA,manner_4,NA,main,NA,338487,1751368741299,1751368402812,NA,marked,"lower_bound,p2,p1,upper_bound",8,NA,NA,76,83,67,26444,6,main,10
1499,41,NA,NA,NA,Graduated High-school,338487,1751368741299,1751368402812,female,NA,NA,NA,NA,I dont think so,NA,NA,NA,22125,NA,NA,NA
1529,NA,NA,NA,NA,NA,456938,1751368991410,1751368534472,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,100,71,NA,88599,NA,NA,38
1529,NA,manner_1,NA,100,NA,456938,1751368991410,1751368534472,NA,too_little,"p2,p1,upper_bound,lower_bound",13,NA,NA,99,100,100,49864,1,filler,63
1529,NA,quantity_1,NA,main,NA,456938,1751368991410,1751368534472,NA,too_little,"lower_bound,upper_bound,p2,p1",19,NA,NA,100,25,26,50567,2,main,59
1529,NA,manner_3,NA,main,NA,456938,1751368991410,1751368534472,NA,too_much,"p1,upper_bound,lower_bound,p2",11,NA,NA,99,100,81,46183,3,main,100
1529,NA,quantity_2,NA,main,NA,456938,1751368991410,1751368534472,NA,baseline,"p2,upper_bound,p1,lower_bound",23,NA,NA,2,100,100,39327,4,main,100
1529,NA,manner_1,NA,main,NA,456938,1751368991410,1751368534472,NA,irrelevant,"upper_bound,lower_bound,p1,p2",9,NA,NA,100,100,98,34592,5,main,100
1529,NA,manner_2,NA,main,NA,456938,1751368991410,1751368534472,NA,marked,"p1,lower_bound,upper_bound,p2",23,NA,NA,100,58,99,40583,6,main,100
1529,52,NA,NA,NA,Graduated High-school,456938,1751368991410,1751368534472,female,NA,NA,NA,NA,"Yes, not how the average human would speak",NA,NA,NA,94959,NA,NA,NA
1538,NA,NA,NA,NA,NA,622887,1751369101582,1751368478695,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,NA,NA,NA,72964,NA,NA,NA
1538,NA,manner_1,NA,100,NA,622887,1751369101582,1751368478695,NA,too_little,"upper_bound,p1,lower_bound,p2",13,NA,NA,83,84,86,69651,1,filler,10
1538,NA,quantity_1,NA,main,NA,622887,1751369101582,1751368478695,NA,marked,"lower_bound,upper_bound,p2,p1",8,NA,NA,74,87,76,58808,2,main,90
1538,NA,quality_2,NA,main,NA,622887,1751369101582,1751368478695,NA,baseline,"lower_bound,p1,p2,upper_bound",17,NA,NA,9,92,75,33342,3,main,94
1538,NA,no_violation,NA,main,NA,622887,1751369101582,1751368478695,NA,too_little,"p1,p2,upper_bound,lower_bound",6,NA,NA,88,89,14,45343,4,main,20
1538,NA,manner_4,NA,main,NA,622887,1751369101582,1751368478695,NA,irrelevant,"upper_bound,lower_bound,p2,p1",1,NA,NA,89,75,92,51723,5,main,16
1538,NA,manner_1,NA,main,NA,622887,1751369101582,1751368478695,NA,too_much,"p2,lower_bound,p1,upper_bound",1,NA,NA,86,70,67,51534,6,main,91
1538,20,NA,NA,NA,Graduated High-school,622887,1751369101582,1751368478695,male,NA,NA,NA,NA,NA,NA,NA,NA,24192,NA,NA,NA
1503,NA,NA,NA,NA,NA,389362,1751368790875,1751368401513,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,80,85,81,45880,NA,NA,73
1503,NA,manner_3,NA,main,NA,389362,1751368790875,1751368401513,NA,irrelevant,"p2,lower_bound,upper_bound,p1",14,NA,NA,72,84,78,54520,1,main,64
1503,NA,quantity_1,NA,main,NA,389362,1751368790875,1751368401513,NA,baseline,"p1,lower_bound,p2,upper_bound",2,NA,NA,10,89,84,37408,2,main,96
1503,NA,manner_1,NA,0,NA,389362,1751368790875,1751368401513,NA,too_little,"lower_bound,p1,upper_bound,p2",13,NA,NA,98,98,27,39480,3,filler,20
1503,NA,quality_1,NA,main,NA,389362,1751368790875,1751368401513,NA,too_little,"lower_bound,p1,p2,upper_bound",14,NA,NA,71,85,89,55304,4,main,87
1503,NA,quantity_2,NA,main,NA,389362,1751368790875,1751368401513,NA,too_much,"p2,lower_bound,upper_bound,p1",7,NA,NA,88,81,86,48904,5,main,31
1503,NA,relevance_1,NA,main,NA,389362,1751368790875,1751368401513,NA,marked,"p2,upper_bound,lower_bound,p1",15,NA,NA,17,40,92,36856,6,main,67
1503,55,NA,NA,NA,Higher degree,389362,1751368790875,1751368401513,female,NA,NA,NA,English,No,NA,NA,NA,29280,NA,NA,NA
1514,NA,NA,NA,NA,NA,453704,1751368850908,1751368397204,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,100,83,100,55106,NA,NA,60
1514,NA,relevance_1,NA,main,NA,453704,1751368850908,1751368397204,NA,baseline,"p1,upper_bound,lower_bound,p2",24,NA,NA,19,78,74,44569,1,main,100
1514,NA,quantity_1,NA,main,NA,453704,1751368850908,1751368397204,NA,irrelevant,"upper_bound,lower_bound,p1,p2",12,NA,NA,100,82,37,144029,2,main,82
1514,NA,manner_1,NA,main,NA,453704,1751368850908,1751368397204,NA,too_much,"upper_bound,p1,lower_bound,p2",1,NA,NA,100,83,36,25799,3,main,25
1514,NA,quality_2,NA,main,NA,453704,1751368850908,1751368397204,NA,marked,"p2,p1,upper_bound,lower_bound",17,NA,NA,77,100,85,50251,4,main,33
1514,NA,quantity_2,NA,main,NA,453704,1751368850908,1751368397204,NA,too_little,"upper_bound,lower_bound,p2,p1",23,NA,NA,100,36,65,31895,5,main,72
1514,NA,manner_1,NA,0,NA,453704,1751368850908,1751368397204,NA,too_little,"upper_bound,lower_bound,p1,p2",13,NA,NA,100,75,47,15169,6,filler,59
1514,25,NA,NA,NA,Graduated College,453704,1751368850908,1751368397204,male,NA,NA,NA,English,By how detailed they were.,NA,NA,NA,30733,NA,NA,NA
1532,NA,NA,NA,NA,NA,638969,1751369038276,1751368399307,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,48,81,90,263856,NA,NA,72
1532,NA,manner_1,NA,100,NA,638969,1751369038276,1751368399307,NA,too_little,"upper_bound,p1,lower_bound,p2",13,NA,NA,39,54,16,65799,1,filler,81
1532,NA,manner_1,NA,main,NA,638969,1751369038276,1751368399307,NA,too_much,"lower_bound,upper_bound,p1,p2",1,NA,NA,8,23,80,37661,2,main,90
1532,NA,quantity_1,NA,main,NA,638969,1751369038276,1751368399307,NA,baseline,"p1,lower_bound,p2,upper_bound",2,NA,NA,19,87,91,29532,3,main,100
1532,NA,quality_1,NA,main,NA,638969,1751369038276,1751368399307,NA,irrelevant,"lower_bound,upper_bound,p1,p2",23,NA,NA,14,92,93,33193,4,main,81
1532,NA,no_violation,NA,main,NA,638969,1751369038276,1751368399307,NA,marked,"p1,upper_bound,p2,lower_bound",5,NA,NA,32,70,9,154273,5,main,30
1532,NA,manner_2,NA,main,NA,638969,1751369038276,1751368399307,NA,too_little,"p1,p2,upper_bound,lower_bound",24,NA,NA,48,12,69,21853,6,main,83
1532,24,NA,NA,NA,Graduated College,638969,1751369038276,1751368399307,female,NA,NA,NA,English,No,NA,NA,NA,25236,NA,NA,NA
1543,NA,NA,NA,NA,NA,716541,1751369273357,1751368556816,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,48,18,82,110024,NA,NA,68
1543,NA,quality_2,NA,main,NA,716541,1751369273357,1751368556816,NA,too_much,"p2,p1,lower_bound,upper_bound",3,NA,NA,94,67,79,109242,1,main,43
1543,NA,relevance_1,NA,main,NA,716541,1751369273357,1751368556816,NA,marked,"p2,lower_bound,upper_bound,p1",15,NA,NA,10,66,88,80536,2,main,79
1543,NA,manner_2,NA,100,NA,716541,1751369273357,1751368556816,NA,baseline,"p1,lower_bound,upper_bound,p2",22,NA,NA,11,88,61,52694,3,filler,78
1543,NA,quantity_1,NA,main,NA,716541,1751369273357,1751368556816,NA,baseline,"lower_bound,p1,upper_bound,p2",2,NA,NA,8,81,93,68870,4,main,91
1543,NA,quality_1,NA,main,NA,716541,1751369273357,1751368556816,NA,irrelevant,"upper_bound,p2,p1,lower_bound",23,NA,NA,16,38,88,116852,5,main,84
1543,NA,manner_2,NA,main,NA,716541,1751369273357,1751368556816,NA,too_little,"p1,upper_bound,p2,lower_bound",24,NA,NA,54,9,83,85285,6,main,68
1543,63,NA,None,NA,Graduated High-school,716541,1751369273357,1751368556816,female,NA,NA,NA,English,Not sure,NA,NA,NA,47984,NA,NA,NA
1482,NA,NA,NA,NA,NA,242774,1751368870894,1751368628120,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,9,86,86,41049,NA,NA,90
1482,NA,manner_2,NA,100,NA,242774,1751368870894,1751368628120,NA,baseline,"lower_bound,p1,p2,upper_bound",22,NA,NA,4,96,90,20305,1,filler,100
1482,NA,manner_1,NA,main,NA,242774,1751368870894,1751368628120,NA,marked,"lower_bound,p2,p1,upper_bound",10,NA,NA,23,88,5,68882,2,main,36
1482,NA,quality_1,NA,main,NA,242774,1751368870894,1751368628120,NA,too_much,"lower_bound,p1,p2,upper_bound",17,NA,NA,25,18,81,51586,3,main,75
1482,NA,manner_2,NA,main,NA,242774,1751368870894,1751368628120,NA,too_little,"upper_bound,lower_bound,p2,p1",24,NA,NA,100,69,25,19041,4,main,11
1482,NA,quantity_2,NA,main,NA,242774,1751368870894,1751368628120,NA,irrelevant,"p2,lower_bound,p1,upper_bound",9,NA,NA,99,99,27,15600,5,main,20
1482,NA,no_violation,NA,main,NA,242774,1751368870894,1751368628120,NA,baseline,"p2,upper_bound,lower_bound,p1",1,NA,NA,19,75,91,7857,6,main,18
1482,43,NA,NA,NA,Graduated College,242774,1751368870894,1751368628120,male,NA,NA,NA,NA,NA,NA,NA,NA,8752,NA,NA,NA
1483,NA,NA,NA,NA,NA,231689,1751368645239,1751368413550,NA,NA,"lower_bound,p1,upper_bound,p2",NA,NA,NA,91,91,83,33165,NA,NA,82
1483,NA,quality_1,NA,main,NA,231689,1751368645239,1751368413550,NA,marked,"p1,p2,lower_bound,upper_bound",15,NA,NA,67,96,82,46787,1,main,97
1483,NA,manner_2,NA,main,NA,231689,1751368645239,1751368413550,NA,irrelevant,"p1,p2,upper_bound,lower_bound",7,NA,NA,10,100,100,19534,2,main,100
