context,utterance,explanation,proposals,experiment_type,dataset,assumption,item_id,inference_type,trigger,upper_bound,lower_bound,distractor_1_prejacent,distractor_2_prejacent,speaker_x,p1,p2
Leila attended a new photography class in your town. You ask Leila: 'How was the class?'. Leila replies:,The class was fun.,Leila likely does not have enough evidence for the answer,"1. Leila may be trying to convey that she enjoyed the overall experience of the class, even though she may not have learned much or found it particularly informative.
2. Leila could be implying that the class was entertaining and engaging, but she may not have found it challenging or beneficial in terms of improving her photography skills.
3. Leila might be suggesting that the class had a relaxed and enjoyable atmosphere, even if she didn't feel like she gained a lot of new knowledge or techniques.
4. Leila could be indicating that she had a good time interacting with the other participants or the instructor, regardless of the actual content or structure of the class.",gricean_assmuptions,ours,quality_2,17,baseline,The class was fun.,Leila might be implying that the class was fun.,Leila might be implying that the class was boring.,Leila once modelled for a photo session.,Leila is a fan of arts and crafts.,Leila,"Leila might be suggesting that the class had a relaxed and enjoyable atmosphere, even if she didn't feel like she gained a lot of new knowledge or techniques.","Leila could be implying that the class was entertaining and engaging, but she may not have found it challenging or beneficial in terms of improving her photography skills."
Lio attended a fashion show for the first time. You ask Lio: ‘What did you think of the collection?'. Lio replies:,I have seen it.,Lio's utterance is odd because there is a more usual formulation for I have seen it.,"1. Lio might be implying that he has already seen the collection before attending the fashion show, possibly through online platforms or social media.
2. Lio could be expressing that he is familiar with the designer's previous work or collections, and therefore, the current collection did not surprise or impress him.
3. Lio might be indicating that he has already seen similar designs or trends in other fashion shows or events, making the current collection less unique or innovative in his eyes.
4. Lio could be suggesting that he found the collection unremarkable or underwhelming, as if he has already seen similar or better collections in the past.",gricean_assmuptions,ours,markedness,20,too_little,I have seen it.,Lio might be implying that the collection was not great. ,Lio might be implying that Lio has seen it.,Lio was a photographer at model castings.,the collection only had black and white clothes.,Lio,"Lio might be implying that he has already seen the collection before attending the fashion show, possibly through online platforms or social media.","Lio might be indicating that he has already seen similar designs or trends in other fashion shows or events, making the current collection less unique or innovative in his eyes."
Lio attended a fashion show for the first time. You ask Lio: ‘What did you think of the collection?'. Lio replies:,I have seen it.,the answer is unnecessarily prolix for the context,"1. Lio may be trying to imply that he has already formed an opinion about the collection, but he does not want to share it at the moment.
2. Lio could be indicating that he is not impressed or interested in the collection and does not want to discuss it further.
3. Lio might be suggesting that he found the collection underwhelming or unremarkable.
4. Lio may be implying that he has seen similar collections before and this one did not stand out to him.",gricean_assmuptions,ours,manner_3,20,too_little,I have seen it.,Lio might be implying that the collection was not great. ,Lio might be implying that Lio has seen it.,Lio was a photographer at model castings.,the collection only had black and white clothes.,Lio,Lio may be implying that he has seen similar collections before and this one did not stand out to him.,Lio might be suggesting that he found the collection underwhelming or unremarkable.
"Mika just met your mutual friend John, who took his driver’s test yesterday. You ask Mika: “How did John’s driver’s test go?” Mika replies: ",John caused the car to stop at a crossroad.,"the answer is as informative as is required by the context, the answer is no more informative than is required by the context, Mika believes the answer to be true, Mika likely has enough evidence for the answer, the answer is relevant in context, the answer avoids language that is difficult to understand, the answer is unambiguous in the context, the answer is not too prolix for the context, the answer provides information in an order that makes sense","1. Mika could be trying to convey that John made a mistake or had difficulty while driving at a crossroad during the test.
2. Mika could be implying that John failed the driver's test because of the incident at the crossroad.
3. Mika could be suggesting that John's performance at the crossroad was a notable event during the test.
4. Mika could be indicating that John's ability to handle a crossroad situation was tested during the driver's test.",gricean_assmuptions,ours,no_violation,5,marked,John caused the car to stop at a crossroad.,"Mika might be implying that John stopped the car unintentionally, e.g., by stepping on the wrong foot pedal.","Mika might be implying that John stopped the car intentionally, e.g., by stepping on the brake pedal.",John is a big fan of automotive vehicles.,Mika and John are planning a vacation together.,Mika,Mika could be suggesting that John's performance at the crossroad was a notable event during the test.,Mika could be indicating that John's ability to handle a crossroad situation was tested during the driver's test.
"Mika just met your mutual friend John, who took his driver’s test yesterday. You ask Mika: “How did John’s driver’s test go?” Mika replies: ","John got into the car, released the handbrake, and moved the car up until the next crossroad.","the answer is as informative as is required by the context, the answer is no more informative than is required by the context, Mika believes the answer to be true, Mika likely has enough evidence for the answer, the answer is relevant in context, the answer avoids language that is difficult to understand, the answer is unambiguous in the context, the answer is not too prolix for the context, the answer provides information in an order that makes sense","1. Mika is trying to convey that John successfully completed the initial steps of the driver's test, such as starting the car and releasing the handbrake.
2. Mika is trying to convey that John was able to move the car forward, indicating that he had control over the vehicle.
3. Mika is trying to convey that John reached a certain point in the test, specifically the next crossroad, suggesting progress in the test.
4. Mika is trying to convey that John's performance in the driver's test was at least satisfactory, as he was able to move the car without any issues.",gricean_assmuptions,ours,no_violation,5,too_much,"John got into the car, released the handbrake, and moved the car up until the next crossroad.",Mika might be implying that John messed up his driver’s test.,"Mika might be implying that John got into the car, released the handbrake, and moved the car up until the next crossroad.",John is a big fan of automotive vehicles.,Mika and John are planning a vacation together.,Mika,"Mika is trying to convey that John was able to move the car forward, indicating that he had control over the vehicle.","Mika is trying to convey that John's performance in the driver's test was at least satisfactory, as he was able to move the car without any issues."
Oliver went to a poetry reading where your mutual friend Kirby read their poetry. You ask Oliver: 'How was Kirby’s poem?'. Oliver replies:,Kirby uttered a series of words that were consistent in style with the what poetry is supposed to sound like.,the answer is not relevant in context,"1. Oliver may be implying that Kirby's poem was generic or cliché, lacking originality or a unique voice.
2. Oliver might be suggesting that Kirby's poem followed the traditional conventions and structure of poetry, without taking any risks or pushing boundaries.
3. Oliver could be indicating that Kirby's poem had a poetic rhythm and flow, demonstrating an understanding of the technical aspects of poetry.
4. Oliver may be subtly criticizing Kirby's poem, implying that it lacked substance or depth, focusing more on the superficial aspects of what poetry is expected to be.",gricean_assmuptions,ours,relevance_1,18,too_much,Kirby uttered a series of words that were consistent in style with the what poetry is supposed to sound like.,Oliver might be implying that Kirby's poetry was not good.,Oliver might be implying that John uttered a series of words that were consistent in style with the what poetry is supposed to sound like.,Oliver and Kirby once co-wrote a poem for their literature class.,the poem was about alpine landscapes.,Oliver,"Oliver may be implying that Kirby's poem was generic or cliché, lacking originality or a unique voice.","Oliver could be indicating that Kirby's poem had a poetic rhythm and flow, demonstrating an understanding of the technical aspects of poetry."
Oliver went to a poetry reading where your mutual friend Kirby read their poetry. You ask Oliver: 'How was Kirby’s poem?'. Oliver replies:,People heard Kirby's poem.,the answer is not relevant in context,"1. Oliver may be implying that Kirby's poem was not well-received or did not make a strong impact on the audience.
2. Oliver could be suggesting that Kirby's poem was heard by many people, indicating that it gained a significant amount of attention or popularity.
3. Oliver might be implying that Kirby's poem was simply heard by people, without expressing any particular opinion or judgment about its quality.
4. Oliver could be indirectly indicating that Kirby's poem was forgettable or unremarkable, as the focus is on the fact that it was heard rather than any specific praise or criticism.",gricean_assmuptions,ours,relevance_1,18,too_little,People heard Kirby's poem.,Oliver might be implying that John's poetry was not exceptional.,Oliver might be implying that people heard John's reading.,Oliver and Kirby once co-wrote a poem for their literature class.,the poem was about alpine landscapes.,Oliver,"Oliver could be indirectly indicating that Kirby's poem was forgettable or unremarkable, as the focus is on the fact that it was heard rather than any specific praise or criticism.","Oliver might be implying that Kirby's poem was simply heard by people, without expressing any particular opinion or judgment about its quality."
Sam went to a dinner party of your mutual colleague Brandon. You ask Sam: “How was the dinner?” Sam replies: ,The extravagant taste of the dishes reminded me of a fusion between salt-free vegan cuisine and a child’s cooking experiments.,Sam's utterance is odd because there is a more usual formulation for The extravagant taste of the dishes reminded me of a fusion between salt-free vegan cuisine and a child’s cooking experiments.,"1. Sam might be trying to convey that the taste of the dishes was unusual or unexpected, combining elements of both blandness (salt-free vegan cuisine) and experimentation (child's cooking experiments).
2. Sam could be implying that the dishes lacked flavor or were not well-seasoned, resembling the taste of salt-free vegan cuisine.
3. Sam might be suggesting that the dishes were creatively prepared but lacked finesse or skill, similar to a child's cooking experiments.
4. Sam could be indicating that the dishes had a unique and unconventional flavor profile, reminiscent of the combination of salt-free vegan cuisine and a child's cooking experiments.",gricean_assmuptions,ours,markedness,4,too_much,The extravagant taste of the dishes reminded me of a fusion between salt-free vegan cuisine and a child’s cooking experiments.,Sam might be implying that the food was not very good.,Sam might be implying that the extravagant taste of the dishes reminded me of a fusion between salt-free vegan cuisine and a child’s cooking experiments.,Sam is a vegetarian.,Brandon’s partner organized the party.,Sam,"Sam might be trying to convey that the taste of the dishes was unusual or unexpected, combining elements of both blandness (salt-free vegan cuisine) and experimentation (child's cooking experiments).","Sam might be suggesting that the dishes were creatively prepared but lacked finesse or skill, similar to a child's cooking experiments."
Sophie went to a science fair where your mutual friend Jack presented a project. You ask Sophie: 'How was Jack's project?'. Sophie replies:,Jack's project was good.,Sophie does not believe that the answer is true,"1. Sophie may be trying to be polite and avoid saying anything negative about Jack's project.
2. Sophie may be trying to downplay her true opinion about Jack's project to avoid hurting his feelings.
3. Sophie may be trying to avoid getting into a detailed discussion about Jack's project by giving a brief and neutral response.
4. Sophie may be hinting that Jack's project was not as good as expected or that it did not meet her expectations.",gricean_assmuptions,ours,quality_1,21,baseline,Jack's project was good.,Sophie might be implying that Jack's project was good.,Sophie might be implying that Jack's project was not good.,Sophie often helped Jack with his science homework.,Jack once explained the concept of gravity to Sophie using an apple.,Sophie,Sophie may be trying to downplay her true opinion about Jack's project to avoid hurting his feelings.,Sophie may be trying to be polite and avoid saying anything negative about Jack's project.
"You and your friend Mary watched a history drama on TV, but you missed the end of the movie. You ask Mary: “What happened at the end?” Mary replies: ",The king caused the rebellion in his country to end.,Mary's utterance is odd because there is a more usual formulation for The king caused the rebellion in his country to end.,"1. Mary might be trying to emphasize the role of the king in bringing about the end of the rebellion. She could be highlighting the king's actions or decisions that directly led to the rebellion's conclusion.

2. Mary could be implying that the king's involvement in ending the rebellion was unexpected or surprising. Perhaps the king took an unconventional approach or made a surprising decision that ultimately resolved the conflict.

3. Mary might be suggesting that the king's actions had unintended consequences or repercussions. While the rebellion ended, there could have been negative outcomes or lingering issues resulting from the king's involvement.

4. Mary could be indicating that the king's role in ending the rebellion was controversial or divisive. The king's actions might have been seen as controversial by some, leading to debates or disagreements among the people in the country.",gricean_assmuptions,ours,markedness,3,marked,The king caused the rebellion in his country to end.,"Mary might be implying that the king made the rebellion end in an intriguing manner, e.g., by clever plotting.","Mary might be implying that the king made the rebellion end in a straightforward manner, e.g., by defeating all enemies.",Mary really likes TV in general.,Mary likes historical dramas in general.,Mary,Mary could be implying that the king's involvement in ending the rebellion was unexpected or surprising. Perhaps the king took an unconventional approach or made a surprising decision that ultimately resolved the conflict.,"Mary could be indicating that the king's role in ending the rebellion was controversial or divisive. The king's actions might have been seen as controversial by some, leading to debates or disagreements among the people in the country."
"You and your friend Mary watched a history drama on TV, but you missed the end of the movie. You ask Mary: “What happened at the end?” Mary replies: ",The king ended the rebellion by assembling a lot of angry men with weapons and armor to fight against other angry men with weapons and armor on a muddy field and in the end the king’s men won.,Mary likely does not have enough evidence for the answer,"1. Mary may be trying to provide a brief summary of the ending without going into too much detail.
2. Mary may be emphasizing the use of force and violence in resolving the rebellion.
3. Mary may be highlighting the importance of the king's leadership in achieving victory.
4. Mary may be suggesting that the battle was chaotic and messy due to the mention of a muddy field.",gricean_assmuptions,ours,quality_2,3,too_much,The king ended the rebellion by assembling a lot of angry men with weapons and armor to fight against other angry men with weapons and armor on a muddy field and in the end the king’s men won.,Mary might be implying that the movie had a rather predictable ending.,Mary might be implying that the king ended the rebellion by assembling a lot of angry men with weapons and armor to fight against other angry men with weapons and armor on a muddy field and in the end the king’s men won.,Mary really likes TV in general.,Mary likes historical dramas in general.,Mary,Mary may be highlighting the importance of the king's leadership in achieving victory.,Mary may be suggesting that the battle was chaotic and messy due to the mention of a muddy field.
"You and your friend Mary watched a history drama on TV, but you missed the end of the movie. You ask Mary: “What happened at the end?” Mary replies: ",The king ended the rebellion unexpectedly in a dramatic way.,the answer provides information in an order that does not makes sense,"1. Mary could be trying to convey that the rebellion was successfully ended by the king, but the way in which it was resolved was unexpected and dramatic.
2. Mary could be implying that the rebellion was unexpectedly ended by the king in a dramatic manner, suggesting that the outcome was surprising and had a significant impact.
3. Mary could be indicating that the king's actions at the end of the rebellion were unexpected and dramatic, possibly implying that they were out of character or had a profound effect on the story.
4. Mary could be suggesting that the ending of the rebellion was unexpected and dramatic due to the king's involvement, possibly indicating a plot twist or a surprising turn of events.",gricean_assmuptions,ours,manner_4,3,baseline,The king ended the rebellion unexpectedly in a dramatic way.,Mary might be implying that the king ended the rebellion unexpectedly in a dramatic way.,Mary might be implying that the king’s son was a famous poet.,Mary really likes TV in general.,Mary likes historical dramas in general.,Mary,"Mary could be implying that the rebellion was unexpectedly ended by the king in a dramatic manner, suggesting that the outcome was surprising and had a significant impact.","Mary could be indicating that the king's actions at the end of the rebellion were unexpected and dramatic, possibly implying that they were out of character or had a profound effect on the story."
"You are at Ann’s birthday party with you friend Kim. A couple of minutes ago, the lights turned off. You ask Kim: “What happened to the lights?” Kim replies: ",Ann caused the lights to turn off.,the answer is unnecessarily prolix for the context,"1. Kim could be joking or teasing Ann, implying that Ann has some sort of magical or supernatural power to control the lights.
2. Kim could be suggesting that Ann accidentally caused the lights to turn off, perhaps by tripping over a wire or hitting a switch.
3. Kim could be implying that Ann intentionally caused the lights to turn off as a prank or surprise for the party guests.
4. Kim could be insinuating that Ann did something to cause a power outage or electrical malfunction, resulting in the lights turning off.",gricean_assmuptions,ours,manner_3,6,marked,Ann caused the lights to turn off.,Kim might be implying that Ann unintentionally did something that caused the lights to turn off.,Kim might be implying that Ann switched off the lights.,the party is coming to an end.,Kim does not like parties.,Kim,Kim could be implying that Ann intentionally caused the lights to turn off as a prank or surprise for the party guests.,"Kim could be joking or teasing Ann, implying that Ann has some sort of magical or supernatural power to control the lights."
"You are at Ann’s birthday party with you friend Kim. A couple of minutes ago, the lights turned off. You ask Kim: “What happened to the lights?” Kim replies: ",The lights turned off.,"the answer is as informative as is required by the context, the answer is no more informative than is required by the context, Kim believes the answer to be true, Kim likely has enough evidence for the answer, the answer is relevant in context, the answer avoids language that is difficult to understand, the answer is unambiguous in the context, the answer is not too prolix for the context, the answer provides information in an order that makes sense","1. Kim is simply stating the fact that the lights turned off without any additional information.
2. Kim is implying that there might be a power outage or a technical issue causing the lights to turn off.
3. Kim is suggesting that someone intentionally turned off the lights for a surprise or a game.
4. Kim is indicating that she is aware of the situation but doesn't have any further details or explanations.",gricean_assmuptions,ours,no_violation,6,too_little,The lights turned off.,Kim might be implying that Kim does not know what happened.,Kim might be implying that the lights turned off.,the party is coming to an end.,Kim does not like parties.,Kim,Kim is simply stating the fact that the lights turned off without any additional information.,Kim is suggesting that someone intentionally turned off the lights for a surprise or a game.
"You are at Ann’s birthday party with you friend Kim. A couple of minutes ago, the lights turned off. You ask Kim: “What happened to the lights?” Kim replies: ",The music is great tonight!,Kim likely does not have enough evidence for the answer,"1. Kim may be trying to divert the conversation away from the topic of the lights and focus on the positive aspect of the party, indicating that she doesn't want to discuss or speculate about the lights being off.

2. Kim may be joking or making a sarcastic comment, implying that the music is so good that it caused the lights to go off as a result of the party being too lively.

3. Kim may be unaware of the lights being off and genuinely believes that the music is the reason behind the lights being dimmed or changed, even though there is no evidence to support this assumption.

4. Kim may be intentionally avoiding the question and giving a random response to create confusion or playfully tease the person asking about the lights.",gricean_assmuptions,ours,quality_2,6,irrelevant,The music is great tonight!,Kim might be implying that Kim does not want to talk about the lights.,Kim might be implying that the music is great tonight.,the party is coming to an end.,Kim does not like parties.,Kim,"Kim may be joking or making a sarcastic comment, implying that the music is so good that it caused the lights to go off as a result of the party being too lively.","Kim may be trying to divert the conversation away from the topic of the lights and focus on the positive aspect of the party, indicating that she doesn't want to discuss or speculate about the lights being off."
"You are at Ann’s birthday party with you friend Kim. A couple of minutes ago, the lights turned off. You ask Kim: “What happened to the lights?” Kim replies: ",The music is great tonight!,the answer is not relevant in context,"1. Kim may be trying to divert the conversation away from the topic of the lights and focus on something positive, such as the music, to avoid discussing any potential issues or problems.
2. Kim may be trying to imply that the lights turning off was intentional and part of the party atmosphere, possibly indicating that it was planned or a special effect.
3. Kim may be trying to express her enjoyment of the party and the overall atmosphere, suggesting that even with the lights off, she is still having a great time because of the music.
4. Kim may be using sarcasm or irony to indirectly comment on the situation, implying that the lights turning off is not a big deal or worth discussing compared to the enjoyable music.",gricean_assmuptions,ours,relevance_1,6,irrelevant,The music is great tonight!,Kim might be implying that Kim does not want to talk about the lights.,Kim might be implying that the music is great tonight.,the party is coming to an end.,Kim does not like parties.,Kim,"Kim may be trying to imply that the lights turning off was intentional and part of the party atmosphere, possibly indicating that it was planned or a special effect.","Kim may be trying to divert the conversation away from the topic of the lights and focus on something positive, such as the music, to avoid discussing any potential issues or problems."
You have heard that there is a new art exhibition featuring a world famous painting. Your friend Li went to see the painting on the weekend. You ask Li: “How was the painting?” Li replies:,The artist caused the spectators’ minds to wander freely.,the answer is less informative than is required by the context,"1. Li may be trying to convey that the painting was thought-provoking and sparked imagination in the spectators.
2. Li may be suggesting that the painting allowed the viewers to interpret and interpret the artwork in their own unique ways.
3. Li may be implying that the painting was abstract or unconventional, leading the spectators to explore different ideas and concepts.
4. Li may be indicating that the painting had a mesmerizing or captivating effect on the viewers, causing their thoughts to wander and get lost in the artwork.",gricean_assmuptions,ours,quantity_1,8,marked,The artist caused the spectators’ minds to wander freely.,"Li might be implying that the artist made the spectator’s minds wander freely unintentionally, e.g., because the artwork was so boring.","Li might be implying that the artist made the spectator’s minds wander freely intentionally, e.g., as the main purpose of their art.",Li is a big fan of contemporary art in general.,the city has a vibrant artistic community.,Li,Li may be suggesting that the painting allowed the viewers to interpret and interpret the artwork in their own unique ways.,"Li may be implying that the painting was abstract or unconventional, leading the spectators to explore different ideas and concepts."
You have heard that there is a new art exhibition featuring a world famous painting. Your friend Li went to see the painting on the weekend. You ask Li: “How was the painting?” Li replies:,The artist caused the spectators’ minds to wander freely.,the answer provides information in an order that does not makes sense,"1. The painting was thought-provoking and allowed viewers to interpret it in their own way.
2. The painting was abstract or surreal, leading viewers to have imaginative or wandering thoughts.
3. The painting was confusing or disorienting, causing viewers to lose focus or become distracted.
4. The painting was captivating and mesmerizing, making viewers lose track of time and get lost in their thoughts.",gricean_assmuptions,ours,manner_4,8,marked,The artist caused the spectators’ minds to wander freely.,"Li might be implying that the artist made the spectator’s minds wander freely unintentionally, e.g., because the artwork was so boring.","Li might be implying that the artist made the spectator’s minds wander freely intentionally, e.g., as the main purpose of their art.",Li is a big fan of contemporary art in general.,the city has a vibrant artistic community.,Li,"The painting was captivating and mesmerizing, making viewers lose track of time and get lost in their thoughts.","The painting was abstract or surreal, leading viewers to have imaginative or wandering thoughts."
You heard that your friend Jia went to an arthouse film festival for the first time and watched a hyped new movie. You ask Jia: 'How was the movie?'. Jia replies:,The movie played at the expected number of frames per second with a series of various scenes.,the answer provides information in an order that does not makes sense,"1. Jia might be trying to convey that the movie had a consistent and smooth visual experience, without any technical issues or disruptions in the frame rate.
2. Jia might be trying to convey that the movie had a diverse range of scenes, showcasing different settings, characters, or storylines.
3. Jia might be trying to convey that the movie followed a predictable or expected narrative structure, with a series of scenes unfolding in a logical sequence.
4. Jia might be trying to convey that the movie had a visually appealing and aesthetically pleasing presentation, with carefully composed frames and visually striking scenes.",gricean_assmuptions,ours,manner_4,19,too_much,The movie played at the expected number of frames per second with a series of various scenes.,Jia might be implying that the movie was very enjoyable because it was difficult to understand.,Jia might be implying that the movie played at the expected number of frames per second with a series of various scenes.,Jia once worked on a short film project herself.,your city often hosts movie festivals.,Jia,"Jia might be trying to convey that the movie had a visually appealing and aesthetically pleasing presentation, with carefully composed frames and visually striking scenes.","Jia might be trying to convey that the movie had a diverse range of scenes, showcasing different settings, characters, or storylines."
You heard that your friend Jia went to an arthouse film festival for the first time and watched a hyped new movie. You ask Jia: 'How was the movie?'. Jia replies:,The movie was screened.,the answer is less informative than is required by the context,"1. Jia may be implying that the movie was not enjoyable or engaging.
2. Jia could be suggesting that the movie was shown to a limited audience or in a specific screening format.
3. Jia might be indicating that the movie was part of a curated selection or program at the arthouse film festival.
4. Jia could be hinting that the movie had a unique or unconventional presentation style.",gricean_assmuptions,ours,quantity_1,19,too_little,The movie was screened.,Jia might be implying that the movie was not very interesting.,Jia might be implying that the movie was screened.,Jia once worked on a short film project herself.,your city often hosts movie festivals.,Jia,Jia could be hinting that the movie had a unique or unconventional presentation style.,Jia might be indicating that the movie was part of a curated selection or program at the arthouse film festival.
Your college friends Ann and Tony teamed up and participated in a coding hackathon. You ask Tony: 'How did you do in the hackathon?'. Tony replies:,Our code caused an interruption at the event.,the answer is more informative than is required by the context,"1. Tony and Ann's code had a significant impact on the hackathon, possibly leading to a major disruption or technical issue.
2. Their code caused a disruption in the event, potentially affecting other participants or the overall flow of the hackathon.
3. The code created an unexpected interruption or error during the event, causing a delay or inconvenience.
4. Tony and Ann's code had a notable impact on the hackathon, either positively or negatively, and it was significant enough to be mentioned.",gricean_assmuptions,ours,quantity_2,16,marked,Our code caused an interruption at the event.,"Tony might be implying that Tony and Ann unintentionally coded something that interrupted the event, e.g. by accidentally overloading the network.","Tony might be implying that Tony and Ann intentionally coded something that interrupted the event, e.g. by building malware.",Tony once helped Ann debug a complex piece of software.,Ann likes to build keyboards.,Tony,"Tony and Ann's code had a significant impact on the hackathon, possibly leading to a major disruption or technical issue.","Their code caused a disruption in the event, potentially affecting other participants or the overall flow of the hackathon."
Your friend Bo recently opened a new restaurant. Maxi and your other mutual friends tried the restaurant on the last weekend. You ask Maxi: “How was the restaurant?” Maxi replies:,I also went on a hike last weekend.,the answer is intentionally ambiguous in the context,"1. Maxi could be trying to avoid answering the question about the restaurant because they did not have a positive experience and do not want to share their negative feedback.
2. Maxi could be indicating that they had a busy weekend and did not have the chance to try the restaurant.
3. Maxi could be indirectly implying that they did not enjoy the restaurant and preferred going on a hike instead.
4. Maxi could be trying to change the subject and divert the conversation away from the restaurant.",gricean_assmuptions,ours,manner_2,7,irrelevant,I also went on a hike last weekend.,Maxi might be implying that Maxi does not want to talk about Bo’s restaurant.,Maxi might be implying that Maxi also went on a hike last weekend.,many new restaurants have opened recently.,Maxi usually likes to go out for diner.,Maxi,Maxi could be trying to avoid answering the question about the restaurant because they did not have a positive experience and do not want to share their negative feedback.,Maxi could be trying to change the subject and divert the conversation away from the restaurant.
Your friend Bo recently opened a new restaurant. Maxi and your other mutual friends tried the restaurant on the last weekend. You ask Maxi: “How was the restaurant?” Maxi replies:,The restaurant was packed.,Maxi's utterance is odd because there is a more usual formulation for The restaurant was packed.,"1. The restaurant was extremely busy and crowded.
2. The restaurant had a lot of customers and was full.
3. The restaurant was so popular that it was difficult to find a table.
4. The restaurant was bustling with people and had a lively atmosphere.",gricean_assmuptions,ours,markedness,7,baseline,The restaurant was packed.,Maxi might be implying that the restaurant was packed.,Maxi might be implying that the restaurant was not open yet.,many new restaurants have opened recently.,Maxi usually likes to go out for diner.,Maxi,The restaurant was bustling with people and had a lively atmosphere.,The restaurant was so popular that it was difficult to find a table.
Your friend Bo recently opened a new restaurant. Maxi and your other mutual friends tried the restaurant on the last weekend. You ask Maxi: “How was the restaurant?” Maxi replies:,"The restaurant’s menu offered gluten-free, low-calorie, cholesterol-friendly options with portion sizes adequate for a kids’ menu.",the answer is more informative than is required by the context,"1. Maxi may be trying to highlight the restaurant's focus on catering to dietary restrictions and preferences, such as gluten-free and low-calorie options. 
2. Maxi may be emphasizing that the restaurant also offers healthy choices that are cholesterol-friendly, indicating a commitment to promoting overall well-being. 
3. Maxi may be suggesting that the portion sizes at the restaurant are small or suitable for children, possibly indicating that the restaurant is mindful of portion control. 
4. Maxi may be implying that the restaurant's menu lacks variety or options for those who do not have dietary restrictions, as the focus seems to be on specific dietary needs.",gricean_assmuptions,ours,quantity_2,7,too_much,"The restaurant’s menu offered gluten-free, low-calorie, cholesterol-friendly options with portion sizes adequate for a kids’ menu.",Maxi might be implying that Maxi is critical of the new restaurant.,"Maxi might be implying that the restaurant’s menu offered gluten-free, low-calorie, cholesterol-friendly options with portion sizes adequate for a kids’ menu.",many new restaurants have opened recently.,Maxi usually likes to go out for diner.,Maxi,"Maxi may be emphasizing that the restaurant also offers healthy choices that are cholesterol-friendly, indicating a commitment to promoting overall well-being.","Maxi may be trying to highlight the restaurant's focus on catering to dietary restrictions and preferences, such as gluten-free and low-calorie options."
Your friend Jay went to a job interview yesterday. You ask Jay: “How did the interview go?” Jay replies:,"Some parts were good, others I should have done better.",the answer is intentionally ambiguous in the context,"1. Jay may be trying to convey that he had some strong moments during the interview where he performed well and impressed the interviewer. However, there were also certain parts where he believes he could have performed better or made a stronger impression.

2. Jay could be indicating that he had a mix of positive and negative experiences during the interview. Some aspects of the interview went well, while others did not meet his expectations or were not as successful.

3. Jay might be suggesting that he had a decent overall performance during the interview, but there were specific areas or questions where he believes he could have provided stronger answers or demonstrated more skills or knowledge.

4. Jay could be implying that he had both successful and unsuccessful moments during the interview, indicating that his performance was inconsistent or varied throughout the process.",gricean_assmuptions,ours,manner_2,2,baseline,"Some parts were good, others I should have done better.","Jay might be implying that Some parts were good, others Jay should have done better.",Jay might be implying that Jay is sure that Jay will get the job.,Jay was very flattered to have been invited.,Jay wanted a higher salary.,Jay,"Jay could be implying that he had both successful and unsuccessful moments during the interview, indicating that his performance was inconsistent or varied throughout the process.","Jay could be indicating that he had a mix of positive and negative experiences during the interview. Some aspects of the interview went well, while others did not meet his expectations or were not as successful."
Your friend Jay went to a job interview yesterday. You ask Jay: “How did the interview go?” Jay replies:,"Some parts were good, others I should have done better.",the answer is less informative than is required by the context,"1. Jay may be trying to convey that he had both positive and negative experiences during the interview.
2. Jay may be implying that he performed well in certain aspects of the interview, but had room for improvement in others.
3. Jay may be suggesting that he is unsure about how the interview went overall.
4. Jay may be indicating that he is aware of his own strengths and weaknesses during the interview process.",gricean_assmuptions,ours,quantity_1,2,baseline,"Some parts were good, others I should have done better.","Jay might be implying that Some parts were good, others Jay should have done better.",Jay might be implying that Jay is sure that Jay will get the job.,Jay was very flattered to have been invited.,Jay wanted a higher salary.,Jay,Jay may be trying to convey that he had both positive and negative experiences during the interview.,"Jay may be implying that he performed well in certain aspects of the interview, but had room for improvement in others."
Your friend Jay went to a job interview yesterday. You ask Jay: “How did the interview go?” Jay replies:,There were questions.,Jay likely does not have enough evidence for the answer,"1. Jay may be implying that the interview was not particularly challenging or difficult, as the questions asked were fairly basic or straightforward.
2. Jay could be suggesting that the interview was not well-structured or organized, with the interviewer asking random or unrelated questions.
3. Jay might be indicating that the interview was quite lengthy, with a significant number of questions being asked.
4. Jay could be subtly expressing disappointment or frustration with the interview, implying that the questions asked were not relevant or did not adequately assess their qualifications for the job.",gricean_assmuptions,ours,quality_2,2,too_little,There were questions.,Jay might be implying that Jay is not happy with how the interview went.,Jay might be implying that there were questions.,Jay was very flattered to have been invited.,Jay wanted a higher salary.,Jay,"Jay might be indicating that the interview was quite lengthy, with a significant number of questions being asked.","Jay could be suggesting that the interview was not well-structured or organized, with the interviewer asking random or unrelated questions."
