context,utterance,explanation,proposals,experiment_type,dataset,assumption,item_id,inference_type,trigger,upper_bound,lower_bound,distractor_1_prejacent,distractor_2_prejacent,speaker_x,p1,p2
Oliver went to a poetry reading where your mutual friend Kirby read their poetry. You ask Oliver: 'How was Kirby’s poem?'. Oliver replies:,The venue was nice.,Oliver does not believe that the answer is true,"1. Oliver may be trying to avoid giving a direct opinion about Kirby's poem because he didn't enjoy it or found it unimpressive.
2. Oliver may be indirectly implying that Kirby's poem was forgettable or unremarkable by diverting the focus to the venue instead.
3. Oliver may be subtly suggesting that the venue was the only positive aspect of the poetry reading, implying that Kirby's poem was not enjoyable.
4. Oliver may be using sarcasm to imply that the poem was not good, but trying to do so in a lighthearted or non-confrontational way.",gricean_assmuptions,ours,quality_1,18,irrelevant,The venue was nice.,Oliver might be implying that Oliver does not want to talk about Kirby's poem.,Oliver might be implying that the venue was nice.,Oliver and Kirby once co-wrote a poem for their literature class.,the poem was about alpine landscapes.,Oliver,Oliver may be indirectly implying that Kirby's poem was forgettable or unremarkable by diverting the focus to the venue instead.,"Oliver may be subtly suggesting that the venue was the only positive aspect of the poetry reading, implying that Kirby's poem was not enjoyable."
Sam went to a dinner party of your mutual colleague Brandon. You ask Sam: “How was the dinner?” Sam replies: ,There was food.,the answer is more informative than is required by the context,"1. Sam may be implying that the food at the dinner party was not particularly enjoyable or impressive.
2. Sam could be suggesting that the dinner lacked variety or options.
3. Sam might be indicating that the food was the only noteworthy aspect of the dinner party.
4. Sam could be subtly expressing disappointment or dissatisfaction with the overall experience.",gricean_assmuptions,ours,quantity_2,4,too_little,There was food.,Sam might be implying that the dinner party was not very exciting.,Sam might be implying that there was food.,Sam is a vegetarian.,Brandon’s partner organized the party.,Sam,Sam may be implying that the food at the dinner party was not particularly enjoyable or impressive.,Sam could be subtly expressing disappointment or dissatisfaction with the overall experience.
"You and your friend Mary watched a history drama on TV, but you missed the end of the movie. You ask Mary: “What happened at the end?” Mary replies: ",The king caused the rebellion in his country to end.,the answer is intentionally ambiguous in the context,"1. Mary could be implying that the king took decisive action to suppress the rebellion and restore peace in the country.
2. Mary could be suggesting that the king's actions inadvertently led to the end of the rebellion, possibly due to his incompetence or lack of understanding of the situation.
3. Mary could be hinting that the king's involvement in the rebellion somehow contributed to its resolution, either by negotiating a peaceful settlement or by making concessions to the rebels.
4. Mary could be indicating that the king's actions worsened the rebellion, causing it to escalate and eventually come to an end through more violent means.",gricean_assmuptions,ours,manner_2,3,marked,The king caused the rebellion in his country to end.,"Mary might be implying that the king made the rebellion end in an intriguing manner, e.g., by clever plotting.","Mary might be implying that the king made the rebellion end in a straightforward manner, e.g., by defeating all enemies.",Mary really likes TV in general.,Mary likes historical dramas in general.,Mary,"Mary could be indicating that the king's actions worsened the rebellion, causing it to escalate and eventually come to an end through more violent means.","Mary could be suggesting that the king's actions inadvertently led to the end of the rebellion, possibly due to his incompetence or lack of understanding of the situation."
"You and your friend Mary watched a history drama on TV, but you missed the end of the movie. You ask Mary: “What happened at the end?” Mary replies: ",The king ended the rebellion by assembling a lot of angry men with weapons and armor to fight against other angry men with weapons and armor on a muddy field and in the end the king’s men won.,the answer is less informative than is required by the context,"1. Mary may be trying to give a brief summary of the final battle scene without going into too much detail.
2. Mary may be implying that the ending was predictable or cliché, as it followed a typical narrative of a king's army defeating rebels in a battle.
3. Mary may be suggesting that the movie focused more on the action and battle scenes rather than the resolution of the rebellion or the character development.
4. Mary may be indicating that the ending was not particularly memorable or significant, as she only provides a basic description of the battle outcome.",gricean_assmuptions,ours,quantity_1,3,too_much,The king ended the rebellion by assembling a lot of angry men with weapons and armor to fight against other angry men with weapons and armor on a muddy field and in the end the king’s men won.,Mary might be implying that the movie had a rather predictable ending.,Mary might be implying that the king ended the rebellion by assembling a lot of angry men with weapons and armor to fight against other angry men with weapons and armor on a muddy field and in the end the king’s men won.,Mary really likes TV in general.,Mary likes historical dramas in general.,Mary,"Mary may be implying that the ending was predictable or cliché, as it followed a typical narrative of a king's army defeating rebels in a battle.",Mary may be suggesting that the movie focused more on the action and battle scenes rather than the resolution of the rebellion or the character development.
"You and your friend Mary watched a history drama on TV, but you missed the end of the movie. You ask Mary: “What happened at the end?” Mary replies: ",The movie ended.,the answer provides information in an order that does not makes sense,"1. Mary might be trying to convey that she doesn't remember or didn't pay attention to the ending of the movie.
2. Mary might be trying to convey that the ending of the movie was inconclusive or ambiguous.
3. Mary might be trying to convey that the ending of the movie was unexpected or surprising.
4. Mary might be trying to convey that the ending of the movie was disappointing or unsatisfying.",gricean_assmuptions,ours,manner_4,3,too_little,The movie ended.,Mary might be implying that Mary did not like the movie.,Mary might be implying that the movie ended.,Mary really likes TV in general.,Mary likes historical dramas in general.,Mary,Mary might be trying to convey that she doesn't remember or didn't pay attention to the ending of the movie.,Mary might be trying to convey that the ending of the movie was unexpected or surprising.
"You and your friend Mary watched a history drama on TV, but you missed the end of the movie. You ask Mary: “What happened at the end?” Mary replies: ",The next program was about animals.,Mary likely does not have enough evidence for the answer,"1. Mary might be trying to divert the conversation away from the history drama because she either didn't pay attention to the ending or didn't find it interesting.
2. Mary might be implying that she didn't find the ending of the history drama significant or memorable enough to recall.
3. Mary might be indirectly suggesting that she didn't understand or follow the ending of the history drama, so she switched to watching the next program about animals instead.
4. Mary might be indicating that she didn't want to spoil the ending for you and decided to mention something unrelated to keep the conversation light and casual.",gricean_assmuptions,ours,quality_2,3,irrelevant,The next program was about animals.,Mary might be implying that Mary would rather not talk about the movie.,Mary might be implying that the next program was about animals.,Mary really likes TV in general.,Mary likes historical dramas in general.,Mary,"Mary might be indirectly suggesting that she didn't understand or follow the ending of the history drama, so she switched to watching the next program about animals instead.",Mary might be implying that she didn't find the ending of the history drama significant or memorable enough to recall.
"You are at Ann’s birthday party with you friend Kim. A couple of minutes ago, the lights turned off. You ask Kim: “What happened to the lights?” Kim replies: ","Ann went to five different stores, bought all the party lights each had on offer, and then moved with her ladder through the whole house to cover every inch of wall or ceiling with a power-hungry electronic light.",the answer uses language that is difficult to understand,"1. Kim is trying to convey that Ann went to great lengths to ensure that the party venue was well-lit and visually appealing.
2. Kim is suggesting that Ann may have gone overboard with the number of lights she purchased and installed.
3. Kim is implying that Ann's excessive use of lights may have caused a power outage or blown a fuse.
4. Kim is indicating that Ann's choice of power-hungry lights may have drained the electricity supply and caused the lights to turn off.",gricean_assmuptions,ours,manner_1,6,too_much,"Ann went to five different stores, bought all the party lights each had on offer, and then moved with her ladder through the whole house to cover every inch of wall or ceiling with a power-hungry electronic light.",Kim might be implying that Ann’s decorations led to a power outage in the house.,"Kim might be implying that Ann set up many fun electronic gadgets for her party, forgetting that a regular house might not support a thousand feet of lights.",the party is coming to an end.,Kim does not like parties.,Kim,Kim is indicating that Ann's choice of power-hungry lights may have drained the electricity supply and caused the lights to turn off.,Kim is implying that Ann's excessive use of lights may have caused a power outage or blown a fuse.
You have heard that there is a new art exhibition featuring a world famous painting. Your friend Li went to see the painting on the weekend. You ask Li: “How was the painting?” Li replies:,"The artist bought some paint, brushes and canvas, and used the brushes to apply the paint to the canvas.",Li likely does not have enough evidence for the answer,"1. Li may be trying to convey that the painting was created using traditional techniques and materials.
2. Li may be implying that the artist's process of creating the painting was straightforward and conventional.
3. Li may be suggesting that the artist focused more on the technical aspects of painting, such as brushwork and application of paint.
4. Li may be indicating that the painting lacks any unique or innovative elements, as it was created using basic materials and techniques.",gricean_assmuptions,ours,quality_2,8,too_much,"The artist bought some paint, brushes and canvas, and used the brushes to apply the paint to the canvas.",Li might be implying that the painting was underwhelming and not worth the attention.,"Li might be implying that the artist bought some paint, brushes and canvas, and used the brushes to apply the paint to the canvas.",Li is a big fan of contemporary art in general.,the city has a vibrant artistic community.,Li,"Li may be indicating that the painting lacks any unique or innovative elements, as it was created using basic materials and techniques.",Li may be trying to convey that the painting was created using traditional techniques and materials.
You have heard that there is a new art exhibition featuring a world famous painting. Your friend Li went to see the painting on the weekend. You ask Li: “How was the painting?” Li replies:,The coffeeshop in the gallery was great.,the answer is intentionally ambiguous in the context,"1. Li may be implying that the painting itself was not particularly impressive or noteworthy, but the coffeeshop in the gallery was a pleasant surprise or highlight of the visit.
2. Li may be suggesting that the painting was indeed great, but the coffeeshop in the gallery was equally or even more impressive.
3. Li may be avoiding giving a direct answer about the painting because they did not actually see it or did not pay much attention to it, and instead chose to focus on the coffeeshop experience.
4. Li may be using sarcasm or irony to imply that the painting was not great at all, but the coffeeshop was the only positive aspect of the exhibition.",gricean_assmuptions,ours,manner_2,8,irrelevant,The coffeeshop in the gallery was great.,Li might be implying that Li does not want to talk about the painting.,Li might be implying that the coffeeshop in the gallery was great.,Li is a big fan of contemporary art in general.,the city has a vibrant artistic community.,Li,"Li may be using sarcasm or irony to imply that the painting was not great at all, but the coffeeshop was the only positive aspect of the exhibition.","Li may be suggesting that the painting was indeed great, but the coffeeshop in the gallery was equally or even more impressive."
You heard that your friend Jia went to an arthouse film festival for the first time and watched a hyped new movie. You ask Jia: 'How was the movie?'. Jia replies:,The movie caused some viewers to leave the festival early.,the answer is not relevant in context,"1. The movie was so captivating that some viewers couldn't bear to leave and stayed until the end.
2. The movie was so thought-provoking or controversial that it made some viewers uncomfortable and they decided to leave.
3. The movie was poorly received by some viewers, leading them to leave the festival early.
4. The movie was so long or tedious that it caused some viewers to become bored and leave.",gricean_assmuptions,ours,relevance_1,19,marked,The movie caused some viewers to leave the festival early.,"Jia might be implying that the movie unintentionally caused the audience to not like the festival, e.g., because it was bad.","Jia might be implying that the movie intentionally caused the audience to not like the festival, e.g., because it contained an anti-festival message.",Jia once worked on a short film project herself.,your city often hosts movie festivals.,Jia,The movie was so long or tedious that it caused some viewers to become bored and leave.,"The movie was poorly received by some viewers, leading them to leave the festival early."
You heard that your friend Jia went to an arthouse film festival for the first time and watched a hyped new movie. You ask Jia: 'How was the movie?'. Jia replies:,The movie was screened.,Jia likely does not have enough evidence for the answer,"1. Jia could be implying that the movie was shown at the festival, but they do not have a strong opinion or detailed feedback about it.
2. Jia might be suggesting that the movie was presented as part of the festival program, but they did not find it particularly remarkable or memorable.
3. Jia could be indicating that the movie was screened successfully without any technical issues or interruptions.
4. Jia might be implying that the movie was screened, but they did not have a chance to watch it or pay full attention to it.",gricean_assmuptions,ours,quality_2,19,too_little,The movie was screened.,Jia might be implying that the movie was not very interesting.,Jia might be implying that the movie was screened.,Jia once worked on a short film project herself.,your city often hosts movie festivals.,Jia,"Jia might be implying that the movie was screened, but they did not have a chance to watch it or pay full attention to it.","Jia could be implying that the movie was shown at the festival, but they do not have a strong opinion or detailed feedback about it."
Your college friends Ann and Tony teamed up and participated in a coding hackathon. You ask Tony: 'How did you do in the hackathon?'. Tony replies:,We participated.,the answer is intentionally ambiguous in the context,"1. Tony could be implying that they did not perform well in the hackathon and did not achieve any significant results.
2. Tony could be suggesting that they had a positive experience participating in the hackathon, regardless of the outcome or results.
3. Tony could be indicating that they faced challenges or obstacles during the hackathon but still managed to participate.
4. Tony could be subtly hinting that they did not win or receive any awards in the hackathon, but still took part in it.",gricean_assmuptions,ours,manner_2,16,too_little,We participated.,Tony might be implying that Tony is thinks the hackathon did not go well.,Tony might be implying that Tony and Ann participated.,Tony once helped Ann debug a complex piece of software.,Ann likes to build keyboards.,Tony,"Tony could be subtly hinting that they did not win or receive any awards in the hackathon, but still took part in it.",Tony could be implying that they did not perform well in the hackathon and did not achieve any significant results.
Your college friends Ann and Tony teamed up and participated in a coding hackathon. You ask Tony: 'How did you do in the hackathon?'. Tony replies:,We participated.,the answer is unnecessarily prolix for the context,"1. Tony may be implying that their performance in the hackathon was not particularly impressive or noteworthy. By simply stating that they participated, he may be downplaying their results or suggesting that they did not achieve any significant success.

2. Tony could be indicating that the hackathon was a challenging or competitive event, and simply participating was an accomplishment in itself. He may be emphasizing the difficulty of the competition rather than focusing on their specific performance.

3. Tony might be suggesting that their main goal in participating was to gain experience or learn from the event, rather than aiming for a specific outcome or winning. By highlighting their participation, he may be emphasizing the educational aspect of the hackathon.

4. Tony could be subtly expressing disappointment or frustration with their performance. By providing a brief and vague response, he may be avoiding discussing their results in detail, possibly because they did not meet their own expectations or goals.",gricean_assmuptions,ours,manner_3,16,too_little,We participated.,Tony might be implying that Tony is thinks the hackathon did not go well.,Tony might be implying that Tony and Ann participated.,Tony once helped Ann debug a complex piece of software.,Ann likes to build keyboards.,Tony,"Tony might be suggesting that their main goal in participating was to gain experience or learn from the event, rather than aiming for a specific outcome or winning. By highlighting their participation, he may be emphasizing the educational aspect of the hackathon.","Tony may be implying that their performance in the hackathon was not particularly impressive or noteworthy. By simply stating that they participated, he may be downplaying their results or suggesting that they did not achieve any significant success."
Your friend Bo recently opened a new restaurant. Maxi and your other mutual friends tried the restaurant on the last weekend. You ask Maxi: “How was the restaurant?” Maxi replies:,I also went on a hike last weekend.,the answer is unnecessarily prolix for the context,"1. Maxi may be trying to avoid giving a direct answer about the restaurant because they didn't enjoy their experience and don't want to be negative.
2. Maxi may be trying to change the subject because they don't want to discuss the restaurant for some reason.
3. Maxi may be trying to imply that the restaurant was forgettable or unremarkable, and therefore not worth discussing.
4. Maxi may be trying to indicate that they had a busy or eventful weekend and don't want to focus on just one aspect of it.",gricean_assmuptions,ours,manner_3,7,irrelevant,I also went on a hike last weekend.,Maxi might be implying that Maxi does not want to talk about Bo’s restaurant.,Maxi might be implying that Maxi also went on a hike last weekend.,many new restaurants have opened recently.,Maxi usually likes to go out for diner.,Maxi,"Maxi may be trying to imply that the restaurant was forgettable or unremarkable, and therefore not worth discussing.",Maxi may be trying to avoid giving a direct answer about the restaurant because they didn't enjoy their experience and don't want to be negative.
Your friend Jay went to a job interview yesterday. You ask Jay: “How did the interview go?” Jay replies:,I caused the interview to end early.,Jay does not believe that the answer is true,"1. Jay may be trying to convey that the interview did not go well and he believes he performed poorly, causing it to end early.
2. Jay may be trying to convey that there was some sort of technical issue or external factor that caused the interview to end early, rather than his own actions.
3. Jay may be trying to convey that he intentionally ended the interview early because he realized the job was not a good fit for him.
4. Jay may be trying to convey that he made a mistake or said something inappropriate during the interview, leading the interviewer to end it early.",gricean_assmuptions,ours,quality_1,2,marked,I caused the interview to end early.,Jay might be implying that Jay blames themselves for the interview going badly and they are not happy about it.,Jay might be implying that Jay ended the interview early intentionally or with purpose.,Jay was very flattered to have been invited.,Jay wanted a higher salary.,Jay,"Jay may be trying to convey that there was some sort of technical issue or external factor that caused the interview to end early, rather than his own actions.","Jay may be trying to convey that he made a mistake or said something inappropriate during the interview, leading the interviewer to end it early."
Your friend Jay went to a job interview yesterday. You ask Jay: “How did the interview go?” Jay replies:,I caused the interview to end early.,the answer is more informative than is required by the context,"1. Jay may be trying to convey that the interview did not go well and he made a mistake or said something inappropriate that led to the interview being cut short.
2. Jay may be trying to convey that he intentionally ended the interview early because he realized the job or company was not a good fit for him.
3. Jay may be trying to convey that he had a conflict or disagreement with the interviewer or someone else involved in the interview process, which caused it to end prematurely.
4. Jay may be trying to convey that he had a medical emergency or personal issue during the interview, which required him to leave early.",gricean_assmuptions,ours,quantity_2,2,marked,I caused the interview to end early.,Jay might be implying that Jay blames themselves for the interview going badly and they are not happy about it.,Jay might be implying that Jay ended the interview early intentionally or with purpose.,Jay was very flattered to have been invited.,Jay wanted a higher salary.,Jay,"Jay may be trying to convey that he had a medical emergency or personal issue during the interview, which required him to leave early.",Jay may be trying to convey that the interview did not go well and he made a mistake or said something inappropriate that led to the interview being cut short.
