Unnamed: 0.1,model_name,temperature,instructions,overall_index,cot,violated,assumption,trigger,context,speaker_x,experiment_type,dataset,unique_id,Unnamed: 0,assumption_name,item_id,inference_type,target_prejacent,competitor_prejacent,distractor_1_prejacent,distractor_2_prejacent,speaker_y
5106,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_107,"Jesse's response does not provide any information about how the pottery class went. It only mentions that a painting class took place next door. Therefore, there are strong reasons to doubt the assumption that Jesse has enough evidence for the answer. 

yes",1,Jesse likely has enough evidence for the answer,A painting class took place next door to the pottery class.,Jesse has been looking for a new hobby and attended a pottery class. You ask Jesse: 'How did the class go?’. Jesse replies:,Jesse,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230804_1210_results_1288306/utterance_evaluator.csv,,quality_2,22,irrelevant,Jesse does not want to talk about the pottery class.,a painting class took place next door to the pottery class.,"Jesse’s colleagues attended the pottery class, too.",The pottery class teacher required taking a drawing class beforehand.,Jesse
1047,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_116,"Alex's response suggests that the magician's tricks were impressive and had a strong impact on the audience. However, it does not necessarily indicate that Alex has enough evidence to support this claim. It is possible that Alex's perception of the audience's reaction differs from others or that Alex's judgment is influenced by personal bias. Therefore, there are strong reasons to doubt the assumption that Alex has enough evidence for the answer. 

yes",1,Alex likely has enough evidence for the answer,The magician caused the audience to be shocked.,Alex went to a magic show. You ask Alex: 'How were the magic tricks?'. Alex replies:,Alex,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0111_results_1295544/utterance_evaluator.csv,,quality_2,24,marked,"the magician unintentionally did something that shocked the audience, e.g. they interrupted their performance.","the magician intentionally did something that shocked the audience, e.g. pulled out a rabbit from a top hat.",Alex once volunteered as an assistant in a magic trick.,the magician had a trick with birds.,Alex
4116,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",1_80,"Leila's response ""We took photos"" does not provide any specific information about her experience in the class. It is a vague and general statement that does not indicate whether the class was good or bad, informative or unhelpful. Therefore, there are strong reasons to doubt the assumption that Leila likely has enough evidence for the answer. 

yes",1,Leila likely has enough evidence for the answer,We took photos.,Leila attended a new photography class in your town. You ask Leila: 'How was the class?'. Leila replies:,Leila,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230804_1210_results_1288306/utterance_evaluator.csv,,quality_2,17,too_little,the class was not exceptional.,We took photos.,Leila once modelled for a photo session.,Leila is a fan of arts and crafts.,Leila
552,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_61,Mary likely has enough evidence for the answer because she watched the movie and provided a detailed description of the events.,error,Mary likely has enough evidence for the answer,The king ended the rebellion by assembling a lot of angry men with weapons and armor to fight against other angry men with weapons and armor on a muddy field and in the end the king’s men won.,"You and your friend Mary watched a history drama on TV, but you missed the end of the movie. You ask Mary: “What happened at the end?” Mary replies: ",Mary,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0109_results_1295541/utterance_evaluator.csv,,quality_2,3,too_much,the movie had a rather predictable ending.,the king ended the rebellion by assembling a lot of angry men with weapons and armor to fight against other angry men with weapons and armor on a muddy field and in the end the king’s men won.,Mary really likes TV in general.,Mary likes historical dramas in general.,Mary
3762,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_79,No,0,the answer is as informative as is required by the context,We did pretty well in the hackathon.,Your college friends Ann and Tony teamed up and participated in a coding hackathon. You ask Tony: 'How did you do in the hackathon?'. Tony replies:,Tony,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230804_1210_results_1288306/utterance_evaluator.csv,,quantity_1,16,baseline,Tony and Ann did pretty well in the hackathon.,Tony and Ann did not do well in the hackathon.,Tony once helped Ann debug a complex piece of software.,Ann likes to build keyboards.,Tony
3069,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",1_57,"Jack's response does not directly address the question about the drama. Instead, he talks about the plants in the theatre foyer. This suggests that he may be avoiding giving an opinion or may not have paid attention to the drama itself. Therefore, there are strong reasons to doubt the assumption that his answer is as informative as is required by the context.

yes",1,the answer is as informative as is required by the context,The foyer of the theatre had beautiful plants.,Jack attended the premier of a new drama at a renown theatre in your city. You ask Jack: 'How was the drama?'. Jack replies:,Jack,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230804_1210_results_1288306/utterance_evaluator.csv,,quantity_1,12,irrelevant,Jack does not want to talk about the new drama.,the foyer of the theatre had beautiful plants.,Jack used to take acting classes in college.,the drama was based on Jack’s favourite book.,Jack
1071,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_119,"Betsy's response indicates that Alex's performance was humorous and entertaining. This provides the necessary information about Alex's performance in the talent show. Therefore, there are no strong reasons to doubt the assumption. 

no",0,the answer is as informative as is required by the context,Alex caused the audience to laugh.,Betsy went to a talent show yesterday in which your mutual friend Alex took part. You ask Betsy: “How was Alex’s performance?” Betsy replies:,Betsy,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0108_results_1295537/utterance_evaluator.csv,,quantity_1,1,marked,"Alex made the audience laugh unintentionally, e.g., by mistake.","Alex made the audience laugh intentionally e.g., by telling a joke.",Betsy really likes talent shows in general.,Betsy is in love with Alex.,Betsy
1260,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_140,"Lio's response ""I have seen it"" suggests that he has already seen the collection. However, it does not provide any further information or opinion about the collection itself. Therefore, there are no strong reasons to doubt the assumption that Lio's answer is as informative as is required by the context.

no",0,the answer is as informative as is required by the context,I have seen it.,Lio attended a fashion show for the first time. You ask Lio: ‘What did you think of the collection?'. Lio replies:,Lio,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0111_results_1295544/utterance_evaluator.csv,,quantity_1,20,too_little,the collection was not great. ,Lio has seen it.,Lio was a photographer at model castings.,the collection only had black and white clothes.,Lio
495,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_55,Yes,1,the answer is as informative as is required by the context,The king ended the rebellion by assembling a lot of angry men with weapons and armor to fight against other angry men with weapons and armor on a muddy field and in the end the king’s men won.,"You and your friend Mary watched a history drama on TV, but you missed the end of the movie. You ask Mary: “What happened at the end?” Mary replies: ",Mary,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0109_results_1295541/utterance_evaluator.csv,,quantity_1,3,too_much,the movie had a rather predictable ending.,the king ended the rebellion by assembling a lot of angry men with weapons and armor to fight against other angry men with weapons and armor on a muddy field and in the end the king’s men won.,Mary really likes TV in general.,Mary likes historical dramas in general.,Mary
901,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_100,"Jesse's response indicates that the pottery class went well and they were able to successfully create a nice pot. This suggests that the assumption is true in this context. 

no",0,the answer is no more informative than is required by the context,I made a nice pot.,Jesse has been looking for a new hobby and attended a pottery class. You ask Jesse: 'How did the class go?’. Jesse replies:,Jesse,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0110_results_1295543/utterance_evaluator.csv,,quantity_2,22,baseline,Jesse’s pot was good.,Jesse’s pot was ugly.,"Jesse’s colleagues attended the pottery class, too.",The pottery class teacher required taking a drawing class beforehand.,Jesse
4078,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",2_67,"The assumption is true in this context because Jo's response only provides information about the venue of the book fair and does not give any additional details. 

no",0,the answer is no more informative than is required by the context,The venue of the book fair was nice.,Your friend Jo is a big bookworm. They attended the biggest annual book fair in your city last weekend where Jo wanted to meet their favourite author. You ask Jo: 'How was Emma's book fair?'. Jo replies:,Jo,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230804_1210_results_1288306/utterance_evaluator.csv,,quantity_2,14,irrelevant,John does not want to talk about the reception of Emma's book.,the venue of the book fair was nice.,Jo once proofread a chapter of their favorite author’s first novel.,Jo used to work at their local library.,Jo
937,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_104,No,0,the answer is no more informative than is required by the context,The dinner quickly caused the guests not to want more.,Sam went to a dinner party of your mutual colleague Brandon. You ask Sam: “How was the dinner?” Sam replies: ,Sam,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0109_results_1295541/utterance_evaluator.csv,,quantity_2,4,marked,"the dinner caused the guests not to want more food in an indirect, non-stereotypical way, e.g., because it was rather bad.","the dinner caused the guests not to want more food in a direct, natural way, e.g., because it was rather filling.",Sam is a vegetarian.,Brandon’s partner organized the party.,Sam
829,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_92,"Jay's response of ""There were questions"" is very vague and does not provide any specific information about how the interview went. It does not indicate whether Jay answered the questions well or if there were any positive or negative aspects of the interview. Therefore, there are strong reasons to doubt the assumption that the answer is no more informative than is required by the context.

yes",1,the answer is no more informative than is required by the context,There were questions.,Your friend Jay went to a job interview yesterday. You ask Jay: “How did the interview go?” Jay replies:,Jay,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0108_results_1295539/utterance_evaluator.csv,,quantity_2,2,too_little,Jay is not happy with how the interview went.,there were questions.,Jay was very flattered to have been invited.,Jay wanted a higher salary.,Jay
1225,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_136,"Jia's response provides specific details about the technical aspects of the movie, such as the number of frames per second and the variety of scenes. This level of detail goes beyond what is required by the context, suggesting that there may be strong reasons to doubt the assumption. 

yes",1,the answer is no more informative than is required by the context,The movie played at the expected number of frames per second with a series of various scenes.,You heard that your friend Jia went to an arthouse film festival for the first time and watched a hyped new movie. You ask Jia: 'How was the movie?'. Jia replies:,Jia,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0112_results_1295546/utterance_evaluator.csv,,quantity_2,19,too_much,the movie was very enjoyable because it was difficult to understand.,the movie played at the expected number of frames per second with a series of various scenes.,Jia once worked on a short film project herself.,your city often hosts movie festivals.,Jia
229,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",5_4,"Betsy's response indicates that Alex performed well in the talent show. This suggests that her answer is relevant in the context of asking about Alex's performance. Therefore, there are no strong reasons to doubt the assumption. 

no",0,the answer is relevant in context,Alex performed really well.,Betsy went to a talent show yesterday in which your mutual friend Alex took part. You ask Betsy: “How was Alex’s performance?” Betsy replies:,Betsy,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230804_1210_results_1288306/utterance_evaluator.csv,,relevance_1,1,baseline,Alex performed really well.,Alex didn’t take part in the talent show.,Betsy really likes talent shows in general.,Betsy is in love with Alex.,Betsy
1462,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_162,"Jay's response of ""I just baked a cake, actually"" does not directly answer the question about how the interview went. It seems unrelated and irrelevant to the context of the job interview. Therefore, there are strong reasons to doubt the assumption that the answer is relevant in this context.

yes",1,the answer is relevant in context,"I just baked a cake, actually.",Your friend Jay went to a job interview yesterday. You ask Jay: “How did the interview go?” Jay replies:,Jay,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0108_results_1295537/utterance_evaluator.csv,,relevance_1,2,irrelevant,Jay would rather not talk about the interview.,Jay just baked a cake.,Jay was very flattered to have been invited.,Jay wanted a higher salary.,Jay
166,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_18,Yes,1,the answer is relevant in context,The dinner quickly caused the guests not to want more.,Sam went to a dinner party of your mutual colleague Brandon. You ask Sam: “How was the dinner?” Sam replies: ,Sam,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230801_2143_results_/utterance_evaluator.csv,,relevance_1,4,marked,"the dinner caused the guests not to want more food in an indirect, non-stereotypical way, e.g., because it was rather bad.","the dinner caused the guests not to want more food in a direct, natural way, e.g., because it was rather filling.",Sam is a vegetarian.,Brandon’s partner organized the party.,Sam
670,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_74,"Sophie's response does not provide any information about the quality or success of Jack's project. It simply states that Jack presented the project. Therefore, there are strong reasons to doubt the assumption that the answer is relevant in context.

yes",1,the answer is relevant in context,Jack presented the project.,Sophie went to a science fair where your mutual friend Jack presented a project. You ask Sophie: 'How was Jack's project?'. Sophie replies:,Sophie,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0110_results_1295543/utterance_evaluator.csv,,relevance_1,21,too_little,Jack's project was not very good.,Jack presented the project.,Sophie often helped Jack with his science homework.,Jack once explained the concept of gravity to Sophie using an apple.,Sophie
1237,gpt-3.5-turbo,0.1,"Context: {context} ""{trigger}""
Normally, you would make the following assumption about {speaker}'s utterance: {assumption}.

Should we doubt that the assumption is true in this context? The last line of your response should contain be a single word and nothing else: ""yes"" if there are strong reasons to doubt the assumption and ""no"" if there are no strong reasons to doubt the assumption.

Reason step by step. 

Here the the structure of the answer:

""""""
[brief step-by-step explanation]
[empty line]
[yes/no]
""""""

Your answer:
",0_137,"Jia's response indicates that they are providing a technical description of the movie, focusing on the technical aspect of the frames per second and various scenes. This suggests that Jia may not be addressing the overall quality or enjoyment of the movie. Therefore, there are strong reasons to doubt the assumption that the answer is relevant in this context.

yes",1,the answer is relevant in context,The movie played at the expected number of frames per second with a series of various scenes.,You heard that your friend Jia went to an arthouse film festival for the first time and watched a hyped new movie. You ask Jia: 'How was the movie?'. Jia replies:,Jia,gricean_assmuptions,ours,../results/final/3_1_gricean_our/implicatures_FC_gpt-3.5-turbo_20230810_0112_results_1295546/utterance_evaluator.csv,,relevance_1,19,too_much,the movie was very enjoyable because it was difficult to understand.,the movie played at the expected number of frames per second with a series of various scenes.,Jia once worked on a short film project herself.,your city often hosts movie festivals.,Jia
