submission_id,age,comments,correct_answer,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemOrder,languages,llm_id,lower_bound,p1,p2,p3,responseTime,state_type,trialNr,trial_type,upper_bound,vignette
1412,NA,NA,0,NA,237488,1751301471566,1751301234078,NA,"lower_bound,upper_bound,p2,p1,p3",NA,NA,0,0,0,0,12596,s_atypical,7,filler,0,12
1412,45,NA,NA,Higher degree,237488,1751301471566,1751301234078,male,NA,NA,NA,NA,NA,NA,NA,12403,NA,NA,NA,NA,NA
1439,NA,NA,NA,NA,395109,1751301879954,1751301484845,NA,"lower_bound,p1,p2,upper_bound,p3",NA,NA,67,62,NA,58,168179,NA,NA,NA,NA,NA
1439,NA,NA,main,NA,395109,1751301879954,1751301484845,NA,"lower_bound,p1,p2,p3,upper_bound",NA,NA,13,86,20,84,30805,s_typical,1,main,87,6
1439,NA,NA,main,NA,395109,1751301879954,1751301484845,NA,"upper_bound,p1,p2,p3,lower_bound",NA,NA,26,87,84,88,81594,s_typical,2,main,82,20
1439,NA,NA,main,NA,395109,1751301879954,1751301484845,NA,"lower_bound,p3,upper_bound,p2,p1",NA,NA,22,10,81,88,18120,s_atypical,3,main,38,16
1439,NA,NA,main,NA,395109,1751301879954,1751301484845,NA,"p3,upper_bound,p2,lower_bound,p1",NA,NA,85,24,24,27,17650,s_atypical,4,main,70,19
1439,NA,NA,main,NA,395109,1751301879954,1751301484845,NA,"upper_bound,p1,p3,lower_bound,p2",NA,NA,78,88,96,17,10176,s_typical,5,main,80,4
1439,NA,NA,main,NA,395109,1751301879954,1751301484845,NA,"p2,upper_bound,p1,p3,lower_bound",NA,NA,13,91,87,17,13849,s_typical,6,main,89,8
1439,NA,NA,0,NA,395109,1751301879954,1751301484845,NA,"p1,p3,lower_bound,upper_bound,p2",NA,NA,87,89,88,88,11444,s_typical,7,filler,88,18
1439,34,NA,NA,Graduated College,395109,1751301879954,1751301484845,male,NA,English,"No, other than the use of em dashes",NA,NA,NA,NA,26134,NA,NA,NA,NA,NA
1414,NA,NA,NA,NA,299835,1751301504133,1751301204298,NA,"lower_bound,p1,p2,upper_bound,p3",NA,NA,75,74,70,33,63527,NA,NA,NA,33,NA
1414,NA,NA,main,NA,299835,1751301504133,1751301204298,NA,"p2,upper_bound,p1,lower_bound,p3",NA,NA,25,28,87,2,55008,s_typical,1,main,85,1
1414,NA,NA,main,NA,299835,1751301504133,1751301204298,NA,"lower_bound,p3,p1,upper_bound,p2",NA,NA,83,35,5,79,20424,s_atypical,2,main,12,8
1414,NA,NA,main,NA,299835,1751301504133,1751301204298,NA,"p3,lower_bound,p1,upper_bound,p2",NA,NA,11,78,13,82,12397,s_typical,3,main,82,6
1414,NA,NA,main,NA,299835,1751301504133,1751301204298,NA,"p1,p3,p2,upper_bound,lower_bound",NA,NA,68,86,72,30,13860,s_atypical,4,main,16,10
1414,NA,NA,main,NA,299835,1751301504133,1751301204298,NA,"upper_bound,p1,p3,lower_bound,p2",NA,NA,68,63,18,29,13966,s_atypical,5,main,70,14
1414,NA,NA,main,NA,299835,1751301504133,1751301204298,NA,"lower_bound,p1,p2,upper_bound,p3",NA,NA,71,33,28,34,18367,s_atypical,6,main,73,20
1414,NA,NA,100,NA,299835,1751301504133,1751301204298,NA,"upper_bound,lower_bound,p2,p3,p1",NA,NA,100,97,100,100,28169,s_typical,7,filler,100,9
1414,38,NA,NA,Graduated College,299835,1751301504133,1751301204298,female,NA,English,Yes because of how natural they sounded and if they sounded conversational.,NA,NA,NA,NA,53437,NA,NA,NA,NA,NA
1427,NA,NA,NA,NA,158591,1751301674155,1751301515564,NA,"lower_bound,p1,p2,upper_bound,p3",NA,NA,100,29,72,91,33713,NA,NA,NA,14,NA
1427,NA,NA,main,NA,158591,1751301674155,1751301515564,NA,"upper_bound,p1,p2,lower_bound,p3",NA,NA,18,100,93,100,14199,s_atypical,1,main,16,6
1427,NA,NA,main,NA,158591,1751301674155,1751301515564,NA,"upper_bound,p3,p1,lower_bound,p2",NA,NA,25,100,100,100,13140,s_typical,2,main,100,13
1427,NA,NA,0,NA,158591,1751301674155,1751301515564,NA,"p1,lower_bound,p2,p3,upper_bound",NA,NA,84,100,91,87,13136,s_typical,3,filler,90,18
1427,NA,NA,main,NA,158591,1751301674155,1751301515564,NA,"p1,p3,upper_bound,p2,lower_bound",NA,NA,87,33,74,56,12928,s_atypical,4,main,65,14
1427,NA,NA,main,NA,158591,1751301674155,1751301515564,NA,"p2,p1,p3,upper_bound,lower_bound",NA,NA,0,84,85,41,12623,s_typical,5,main,70,20
1427,NA,NA,main,NA,158591,1751301674155,1751301515564,NA,"lower_bound,upper_bound,p3,p2,p1",NA,NA,86,30,22,45,13531,s_atypical,6,main,83,4
1427,NA,NA,main,NA,158591,1751301674155,1751301515564,NA,"lower_bound,p1,p2,upper_bound,p3",NA,NA,12,75,97,76,10850,s_typical,7,main,97,8
1427,45,NA,NA,Graduated High-school,158591,1751301674155,1751301515564,male,NA,ENGLISH,BECAUSE THE GRAMMER WOULD BE SUSPECT,NA,NA,NA,NA,30144,NA,NA,NA,NA,NA
1434,NA,NA,NA,NA,326341,1751301814516,1751301488175,NA,"lower_bound,p1,p2,upper_bound,p3",NA,NA,85,50,17,76,53950,NA,NA,NA,77,NA
1434,NA,NA,main,NA,326341,1751301814516,1751301488175,NA,"p3,lower_bound,upper_bound,p2,p1",NA,NA,30,63,70,64,64923,s_atypical,1,main,66,20
1434,NA,NA,main,NA,326341,1751301814516,1751301488175,NA,"p2,upper_bound,p1,p3,lower_bound",NA,NA,77,32,76,79,28717,s_atypical,2,main,77,13
1434,NA,NA,main,NA,326341,1751301814516,1751301488175,NA,"p2,p1,upper_bound,p3,lower_bound",NA,NA,55,76,39,78,31690,s_typical,3,main,79,19
1434,NA,NA,main,NA,326341,1751301814516,1751301488175,NA,"p2,lower_bound,p1,p3,upper_bound",NA,NA,83,59,59,25,30230,s_atypical,4,main,27,10
1434,NA,NA,main,NA,326341,1751301814516,1751301488175,NA,"p3,p1,p2,upper_bound,lower_bound",NA,NA,77,71,36,37,21528,s_typical,5,main,64,14
1434,NA,NA,100,NA,326341,1751301814516,1751301488175,NA,"lower_bound,p3,p2,p1,upper_bound",NA,NA,28,53,56,31,23857,s_typical,6,filler,18,9
1434,NA,NA,main,NA,326341,1751301814516,1751301488175,NA,"lower_bound,upper_bound,p3,p2,p1",NA,NA,22,76,61,55,26743,s_typical,7,main,74,16
1434,74,NA,NA,Graduated High-school,326341,1751301814516,1751301488175,female,NA,NA,no,NA,NA,NA,NA,29126,NA,NA,NA,NA,NA
1430,NA,NA,NA,NA,495639,1751301722894,1751301227255,NA,"lower_bound,p1,p2,upper_bound,p3",NA,NA,NA,NA,NA,87,87331,NA,NA,NA,NA,NA
1430,NA,NA,main,NA,495639,1751301722894,1751301227255,NA,"p3,p2,lower_bound,p1,upper_bound",NA,NA,2,3,33,87,77320,s_atypical,1,main,6,16
1430,NA,NA,main,NA,495639,1751301722894,1751301227255,NA,"p1,p3,p2,lower_bound,upper_bound",NA,NA,94,81,84,10,27708,s_atypical,2,main,17,10
1430,NA,NA,main,NA,495639,1751301722894,1751301227255,NA,"p2,p1,p3,lower_bound,upper_bound",NA,NA,8,6,6,39,61969,s_atypical,3,main,94,1
1430,NA,NA,main,NA,495639,1751301722894,1751301227255,NA,"p1,upper_bound,lower_bound,p2,p3",NA,NA,50,91,95,95,60542,s_atypical,4,main,52,14
1430,NA,NA,0,NA,495639,1751301722894,1751301227255,NA,"upper_bound,lower_bound,p2,p1,p3",NA,NA,0,0,0,0,26638,s_atypical,5,filler,0,12
1430,NA,NA,main,NA,495639,1751301722894,1751301227255,NA,"lower_bound,upper_bound,p2,p3,p1",NA,NA,75,17,97,30,35294,s_atypical,6,main,25,20
1430,NA,NA,main,NA,495639,1751301722894,1751301227255,NA,"p2,upper_bound,lower_bound,p1,p3",NA,NA,2,94,11,94,31680,s_typical,7,main,87,6
1430,52,NA,NA,Graduated High-school,495639,1751301722894,1751301227255,male,NA,English,No,NA,NA,NA,NA,28689,NA,NA,NA,NA,NA
1432,NA,NA,NA,NA,302055,1751301743339,1751301441284,NA,"lower_bound,p1,p2,upper_bound,p3",NA,NA,100,65,51,0,37170,NA,NA,NA,24,NA
1432,NA,NA,main,NA,302055,1751301743339,1751301441284,NA,"p1,p2,lower_bound,p3,upper_bound",NA,NA,3,26,59,90,36586,s_atypical,1,main,8,19
1432,NA,NA,100,NA,302055,1751301743339,1751301441284,NA,"lower_bound,p1,upper_bound,p3,p2",NA,NA,100,100,100,100,42039,s_atypical,2,filler,100,NA
1432,NA,NA,main,NA,302055,1751301743339,1751301441284,NA,"p2,p3,lower_bound,upper_bound,p1",NA,NA,75,96,57,9,20130,s_atypical,3,main,6,10
1432,NA,NA,main,NA,302055,1751301743339,1751301441284,NA,"lower_bound,p2,p3,upper_bound,p1",NA,NA,12,75,43,34,30849,s_atypical,4,main,41,6
1432,NA,NA,main,NA,302055,1751301743339,1751301441284,NA,"p2,p3,upper_bound,p1,lower_bound",NA,NA,53,90,94,39,15256,s_typical,5,main,80,13
1432,NA,NA,main,NA,302055,1751301743339,1751301441284,NA,"p1,p2,upper_bound,lower_bound,p3",NA,NA,76,61,29,46,26528,s_atypical,6,main,53,8
1432,NA,NA,main,NA,302055,1751301743339,1751301441284,NA,"p2,p3,p1,upper_bound,lower_bound",NA,NA,46,82,70,52,18057,s_typical,7,main,94,14
1432,27,NA,NA,Graduated College,302055,1751301743339,1751301441284,female,NA,English,"Yes. I think that the ones that didn't sound natural, or the ones that had something off about them, were machine-generated interpretations. If you read them aloud, it just did not sound right.",NA,NA,NA,NA,49066,NA,NA,NA,NA,NA
1442,NA,NA,NA,NA,468941,1751301950713,1751301481772,NA,"lower_bound,p1,p2,upper_bound,p3",NA,NA,9,70,84,1,91422,NA,NA,NA,72,NA
1442,NA,NA,main,NA,468941,1751301950713,1751301481772,NA,"p1,p3,p2,upper_bound,lower_bound",NA,NA,28,86,72,34,105843,s_typical,1,main,83,8
1442,NA,NA,main,NA,468941,1751301950713,1751301481772,NA,"upper_bound,p1,p3,p2,lower_bound",NA,NA,100,100,50,79,25537,s_atypical,2,main,20,10
1442,NA,NA,main,NA,468941,1751301950713,1751301481772,NA,"p3,p2,p1,lower_bound,upper_bound",NA,NA,82,100,49,74,31418,s_typical,3,main,49,20
1442,NA,NA,100,NA,468941,1751301950713,1751301481772,NA,"p2,p3,p1,upper_bound,lower_bound",NA,NA,100,100,99,100,23079,s_typical,4,filler,100,9
1442,NA,NA,main,NA,468941,1751301950713,1751301481772,NA,"p1,lower_bound,p2,p3,upper_bound",NA,NA,17,100,48,69,21705,s_typical,5,main,100,6
1442,NA,NA,main,NA,468941,1751301950713,1751301481772,NA,"lower_bound,p1,p3,upper_bound,p2",NA,NA,5,0,100,100,45971,s_atypical,6,main,3,16
1442,NA,NA,main,NA,468941,1751301950713,1751301481772,NA,"p1,p3,p2,upper_bound,lower_bound",NA,NA,59,100,100,52,35171,s_typical,7,main,100,13
1442,24,NA,NA,Higher degree,468941,1751301950713,1751301481772,male,NA,English,NA,NA,NA,NA,NA,28182,NA,NA,NA,NA,NA
1446,NA,NA,NA,NA,275330,1751302107023,1751301831693,NA,"lower_bound,p1,p2,upper_bound,p3",NA,NA,83,45,34,2,45500,NA,NA,NA,86,NA
1446,NA,NA,main,NA,275330,1751302107023,1751301831693,NA,"p2,p3,p1,lower_bound,upper_bound",NA,NA,38,68,82,58,21626,s_typical,1,main,77,13
1446,NA,NA,main,NA,275330,1751302107023,1751301831693,NA,"lower_bound,p3,p2,upper_bound,p1",NA,NA,87,95,24,37,26218,s_atypical,2,main,41,10
1446,NA,NA,main,NA,275330,1751302107023,1751301831693,NA,"lower_bound,p3,p1,p2,upper_bound",NA,NA,61,34,83,46,36953,s_atypical,3,main,67,20
1446,NA,NA,main,NA,275330,1751302107023,1751301831693,NA,"p2,lower_bound,p3,upper_bound,p1",NA,NA,28,80,74,73,29711,s_atypical,4,main,40,4
1446,NA,NA,main,NA,275330,1751302107023,1751301831693,NA,"p2,lower_bound,upper_bound,p3,p1",NA,NA,88,60,73,59,24024,s_atypical,5,main,52,14
1446,NA,NA,main,NA,275330,1751302107023,1751301831693,NA,"p2,upper_bound,lower_bound,p1,p3",NA,NA,14,60,14,87,17282,s_typical,6,main,57,6
1446,NA,NA,0,NA,275330,1751302107023,1751301831693,NA,"p2,lower_bound,upper_bound,p1,p3",NA,NA,0,0,0,0,27392,s_typical,7,filler,0,18
1446,67,NA,NA,Graduated College,275330,1751302107023,1751301831693,female,NA,NA,NA,NA,NA,NA,NA,17454,NA,NA,NA,NA,NA
1443,NA,NA,NA,NA,844030,1751302014477,1751301170447,NA,"lower_bound,p1,p2,upper_bound,p3",NA,NA,87,90,98,0,136268,NA,NA,NA,29,NA
1443,NA,NA,main,NA,844030,1751302014477,1751301170447,NA,"lower_bound,p2,p3,upper_bound,p1",NA,NA,0,97,100,100,66772,s_atypical,1,main,3,19
1443,NA,NA,main,NA,844030,1751302014477,1751301170447,NA,"p3,p2,p1,upper_bound,lower_bound",NA,NA,0,2,41,97,66739,s_atypical,2,main,3,16
1443,NA,NA,main,NA,844030,1751302014477,1751301170447,NA,"p3,p2,upper_bound,p1,lower_bound",NA,NA,28,97,96,83,80569,s_typical,3,main,93,13
1443,NA,NA,main,NA,844030,1751302014477,1751301170447,NA,"p1,p3,lower_bound,upper_bound,p2",NA,NA,0,100,54,7,43810,s_typical,4,main,23,6
1443,NA,NA,0,NA,844030,1751302014477,1751301170447,NA,"upper_bound,p1,p2,p3,lower_bound",NA,NA,0,0,0,0,29884,s_typical,5,filler,0,18
1443,NA,NA,main,NA,844030,1751302014477,1751301170447,NA,"p3,lower_bound,upper_bound,p1,p2",NA,NA,4,90,81,37,46843,s_typical,6,main,100,10
1443,NA,NA,main,NA,844030,1751302014477,1751301170447,NA,"upper_bound,p3,lower_bound,p1,p2",NA,NA,13,100,71,52,38089,s_typical,7,main,61,20
1443,64,No comments,NA,Graduated High-school,844030,1751302014477,1751301170447,male,NA,NA,"Maybe, when the information is incorrect or clumsily written",NA,NA,NA,NA,124845,NA,NA,NA,NA,NA
1448,NA,NA,NA,NA,243819,1751302128284,1751301884465,NA,"lower_bound,p1,p2,upper_bound,p3",NA,NA,87,NA,71,91,15369,NA,NA,NA,NA,NA
1448,NA,NA,main,NA,243819,1751302128284,1751301884465,NA,"upper_bound,p1,lower_bound,p2,p3",NA,NA,67,78,86,71,32902,s_atypical,1,main,36,16
1448,NA,NA,main,NA,243819,1751302128284,1751301884465,NA,"p3,lower_bound,upper_bound,p2,p1",NA,NA,25,84,87,70,27459,s_typical,2,main,66,8
1448,NA,NA,main,NA,243819,1751302128284,1751301884465,NA,"lower_bound,upper_bound,p1,p3,p2",NA,NA,88,72,72,27,17727,s_atypical,3,main,25,10
1448,NA,NA,100,NA,243819,1751302128284,1751301884465,NA,"upper_bound,p3,lower_bound,p2,p1",NA,NA,99,100,99,100,28888,s_atypical,4,filler,100,NA
1448,NA,NA,main,NA,243819,1751302128284,1751301884465,NA,"lower_bound,p3,upper_bound,p2,p1",NA,NA,77,83,83,40,35633,s_atypical,5,main,69,13
1448,NA,NA,main,NA,243819,1751302128284,1751301884465,NA,"upper_bound,p2,p1,p3,lower_bound",NA,NA,0,75,99,15,23925,s_typical,6,main,99,1
1448,NA,NA,main,NA,243819,1751302128284,1751301884465,NA,"upper_bound,p1,p2,lower_bound,p3",NA,NA,0,79,9,75,33142,s_typical,7,main,99,6
1448,50,NA,NA,Graduated High-school,243819,1751302128284,1751301884465,female,NA,NA,NA,NA,NA,NA,NA,21818,NA,NA,NA,NA,NA
1450,NA,NA,NA,NA,413701,1751302303606,1751301889905,NA,"lower_bound,p1,p2,upper_bound,p3",NA,NA,100,78,87,0,60134,NA,NA,NA,31,NA
1450,NA,NA,main,NA,413701,1751302303606,1751301889905,NA,"lower_bound,p2,p3,upper_bound,p1",NA,NA,76,82,71,82,56505,s_atypical,1,main,34,13
1450,NA,NA,main,NA,413701,1751302303606,1751301889905,NA,"p3,upper_bound,p1,p2,lower_bound",NA,NA,0,90,73,75,40431,s_typical,2,main,7,20
1450,NA,NA,main,NA,413701,1751302303606,1751301889905,NA,"p3,upper_bound,lower_bound,p1,p2",NA,NA,94,79,55,64,55401,s_atypical,3,main,3,8
1450,NA,NA,main,NA,413701,1751302303606,1751301889905,NA,"p3,p1,lower_bound,upper_bound,p2",NA,NA,67,88,42,77,32264,s_atypical,4,main,0,14
1450,NA,NA,main,NA,413701,1751302303606,1751301889905,NA,"p2,p3,lower_bound,p1,upper_bound",NA,NA,32,95,38,95,46823,s_atypical,5,main,1,4
1450,NA,NA,100,NA,413701,1751302303606,1751301889905,NA,"p1,p3,upper_bound,lower_bound,p2",NA,NA,100,100,100,100,20544,s_atypical,6,filler,100,NA
1450,NA,NA,main,NA,413701,1751302303606,1751301889905,NA,"upper_bound,p2,p3,p1,lower_bound",NA,NA,0,95,65,54,26097,s_typical,7,main,94,16
1450,61,NA,NA,Graduated High-school,413701,1751302303606,1751301889905,female,NA,English,NA,NA,NA,NA,NA,38671,NA,NA,NA,NA,NA
1451,NA,NA,NA,NA,266346,1751302321299,1751302054953,NA,"lower_bound,p1,p2,upper_bound,p3",NA,NA,100,86,93,97,38630,NA,NA,NA,33,NA
1451,NA,NA,100,NA,266346,1751302321299,1751302054953,NA,"p3,p1,upper_bound,lower_bound,p2",NA,NA,91,100,100,100,25596,s_atypical,1,filler,94,NA
1451,NA,NA,main,NA,266346,1751302321299,1751302054953,NA,"p2,p1,p3,upper_bound,lower_bound",NA,NA,100,95,83,68,28779,s_atypical,2,main,73,4
1451,NA,NA,main,NA,266346,1751302321299,1751302054953,NA,"p1,upper_bound,lower_bound,p2,p3",NA,NA,32,66,69,39,19864,s_typical,3,main,100,8
1451,NA,NA,main,NA,266346,1751302321299,1751302054953,NA,"upper_bound,lower_bound,p3,p2,p1",NA,NA,100,41,21,42,17937,s_atypical,4,main,42,14
1451,NA,NA,main,NA,266346,1751302321299,1751302054953,NA,"p3,upper_bound,p1,lower_bound,p2",NA,NA,4,22,26,37,20494,s_typical,5,main,80,19
1451,NA,NA,main,NA,266346,1751302321299,1751302054953,NA,"upper_bound,p2,p3,p1,lower_bound",NA,NA,3,100,14,25,16578,s_typical,6,main,100,10
1451,NA,NA,main,NA,266346,1751302321299,1751302054953,NA,"p2,p1,lower_bound,p3,upper_bound",NA,NA,64,0,0,59,26721,s_atypical,7,main,13,16
1451,48,NA,NA,Graduated High-school,266346,1751302321299,1751302054953,female,NA,NA,just sound odd,NA,NA,NA,NA,25617,NA,NA,NA,NA,NA
1456,NA,NA,NA,NA,1026038,1751302587437,1751301561399,NA,"lower_bound,p1,p2,upper_bound,p3",NA,NA,100,11,87,NA,82488,NA,NA,NA,27,NA
1456,NA,NA,main,NA,1026038,1751302587437,1751301561399,NA,"p2,lower_bound,p3,p1,upper_bound",NA,NA,100,93,99,94,264796,s_atypical,1,main,90,13
1456,NA,NA,main,NA,1026038,1751302587437,1751301561399,NA,"p2,p1,p3,lower_bound,upper_bound",NA,NA,24,14,13,9,36724,s_atypical,2,main,19,14
1456,NA,NA,main,NA,1026038,1751302587437,1751301561399,NA,"lower_bound,p2,p1,upper_bound,p3",NA,NA,62,96,96,94,22516,s_typical,3,main,96,1
1456,NA,NA,main,NA,1026038,1751302587437,1751301561399,NA,"lower_bound,p2,upper_bound,p3,p1",NA,NA,3,96,95,96,26482,s_typical,4,main,94,8
1456,NA,NA,main,NA,1026038,1751302587437,1751301561399,NA,"lower_bound,p1,p3,p2,upper_bound",NA,NA,15,91,15,89,58566,s_atypical,5,main,2,6
1456,NA,NA,0,NA,1026038,1751302587437,1751301561399,NA,"lower_bound,upper_bound,p1,p3,p2",NA,NA,0,0,1,1,19082,s_typical,6,filler,1,18
1456,NA,NA,main,NA,1026038,1751302587437,1751301561399,NA,"lower_bound,upper_bound,p1,p2,p3",NA,NA,8,97,66,92,33506,s_typical,7,main,91,20
1456,27,NA,NA,Graduated College,1026038,1751302587437,1751301561399,female,NA,English,NA,NA,NA,NA,NA,35480,NA,NA,NA,NA,NA
1458,NA,NA,NA,NA,472173,1751302800207,1751302328034,NA,"lower_bound,p1,p2,upper_bound,p3",NA,NA,42,27,58,17,203661,NA,NA,NA,85,NA
1458,NA,NA,main,NA,472173,1751302800207,1751302328034,NA,"upper_bound,p1,lower_bound,p3,p2",NA,NA,67,77,82,97,32050,s_atypical,1,main,90,19
1458,NA,NA,0,NA,472173,1751302800207,1751302328034,NA,"p3,upper_bound,p2,lower_bound,p1",NA,NA,80,62,42,42,12301,s_typical,2,filler,78,18
1458,NA,NA,main,NA,472173,1751302800207,1751302328034,NA,"p1,p2,upper_bound,lower_bound,p3",NA,NA,32,69,47,71,12684,s_typical,3,main,60,14
1458,NA,NA,main,NA,472173,1751302800207,1751302328034,NA,"p3,p1,upper_bound,p2,lower_bound",NA,NA,97,70,60,24,14900,s_atypical,4,main,93,1
1458,NA,NA,main,NA,472173,1751302800207,1751302328034,NA,"lower_bound,p1,p2,p3,upper_bound",NA,NA,20,80,5,12,13534,s_typical,5,main,99,6
1458,NA,NA,main,NA,472173,1751302800207,1751302328034,NA,"upper_bound,p3,p2,lower_bound,p1",NA,NA,88,77,33,31,10572,s_atypical,6,main,10,20
1458,NA,NA,main,NA,472173,1751302800207,1751302328034,NA,"upper_bound,p1,p2,p3,lower_bound",NA,NA,9,29,72,6,14205,s_typical,7,main,38,8
1458,47,NA,NA,Higher degree,472173,1751302800207,1751302328034,male,NA,English,AI generated speech uses contractions,NA,NA,NA,NA,119060,NA,NA,NA,NA,NA
1463,NA,NA,NA,NA,283706,1751304032907,1751303749201,NA,"lower_bound,p1,p2,upper_bound,p3",NA,NA,100,83,79,0,49410,NA,NA,NA,11,NA
1463,NA,NA,main,NA,283706,1751304032907,1751303749201,NA,"p1,p3,p2,upper_bound,lower_bound",NA,NA,88,71,83,85,29154,s_atypical,1,main,74,13
1463,NA,NA,main,NA,283706,1751304032907,1751303749201,NA,"upper_bound,p1,p3,lower_bound,p2",NA,NA,21,24,98,0,23089,s_typical,2,main,100,4
1463,NA,NA,main,NA,283706,1751304032907,1751303749201,NA,"p3,p1,p2,upper_bound,lower_bound",NA,NA,93,93,25,81,18761,s_atypical,3,main,86,14
1463,NA,NA,main,NA,283706,1751304032907,1751303749201,NA,"upper_bound,p1,p2,p3,lower_bound",NA,NA,23,98,98,98,19391,s_typical,4,main,78,20
1463,NA,NA,100,NA,283706,1751304032907,1751303749201,NA,"lower_bound,p1,upper_bound,p3,p2",NA,NA,100,100,100,100,18003,s_typical,5,filler,100,9
1463,NA,NA,main,NA,283706,1751304032907,1751303749201,NA,"lower_bound,p1,upper_bound,p3,p2",NA,NA,12,89,97,94,22882,s_typical,6,main,34,19
1463,NA,NA,main,NA,283706,1751304032907,1751303749201,NA,"p3,p1,lower_bound,upper_bound,p2",NA,NA,10,95,95,94,17717,s_atypical,7,main,9,6
1463,27,N/A,NA,Higher degree,283706,1751304032907,1751303749201,female,NA,English,"I’m not sure, it depends if they were intentionally stilted",NA,NA,NA,NA,48365,NA,NA,NA,NA,NA
1476,NA,NA,NA,NA,249384,1751368613266,1751368363882,NA,"lower_bound,p1,p2,upper_bound,p3",NA,NA,100,86,99,50,37006,NA,NA,NA,84,NA
1476,NA,NA,main,NA,249384,1751368613266,1751368363882,NA,"p1,upper_bound,p3,lower_bound,p2",NA,NA,21,99,91,93,25093,s_typical,1,main,45,19
1476,NA,NA,main,NA,249384,1751368613266,1751368363882,NA,"p1,upper_bound,p2,p3,lower_bound",NA,NA,0,100,100,100,31232,s_typical,2,main,100,8
1476,NA,NA,main,NA,249384,1751368613266,1751368363882,NA,"p2,p1,upper_bound,lower_bound,p3",NA,NA,99,100,99,92,23925,s_atypical,3,main,100,4
1476,NA,NA,main,NA,249384,1751368613266,1751368363882,NA,"upper_bound,p1,lower_bound,p3,p2",NA,NA,100,99,95,100,16451,s_typical,4,main,100,14
1476,NA,NA,main,NA,249384,1751368613266,1751368363882,NA,"p3,p2,p1,upper_bound,lower_bound",NA,NA,100,100,100,99,32700,s_atypical,5,main,100,13
1476,NA,NA,0,NA,249384,1751368613266,1751368363882,NA,"upper_bound,lower_bound,p3,p2,p1",NA,NA,0,0,0,0,11863,s_atypical,6,filler,0,12
1476,NA,NA,main,NA,249384,1751368613266,1751368363882,NA,"upper_bound,p2,lower_bound,p3,p1",NA,NA,13,20,11,99,43528,s_atypical,7,main,100,1
1476,49,NA,NA,Higher degree,249384,1751368613266,1751368363882,male,NA,NA,Im not sure,NA,NA,NA,NA,21740,NA,NA,NA,NA,NA
